walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,60.3818,60.53770000000001,60.459796,0.0333589807997788,76.50537751620995
elderly,52.1995,52.3645,52.272039,0.028225541463523348,49.88163630884001
athlete,66.07239999999999,66.2773,66.180044,0.04173698870621336,110.36597113782005
