seed,initial_objective_value,best_objective_value,delta_abs_vs_baseline,delta_pct_vs_baseline,iterations,evaluations,runtime_seconds,accepted_iterations,improvement_iterations,stopping_reason,final_perturbation_strength,seed_dir
1273,39.8805,48.028600000000004,9.34940000000001,24.17164781070966,199,30098,40.3980663320981,33,33,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_001273
4374,40.3113,47.857699999999994,9.1785,23.72980826904383,190,30070,40.35787496017292,29,29,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_004374
7206,40.2046,47.815200000000004,9.13600000000001,23.619930091625502,171,30165,40.444342037895694,22,22,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_007206
6473,39.4633,48.0818,9.402600000000007,24.309189435148628,199,30073,40.27165015391074,27,27,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_006473
2133,40.185300000000005,48.311499999999995,9.6323,24.90304866698381,180,26227,35.15125289815478,28,28,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_002133
5230,39.840199999999996,47.9846,9.305400000000006,24.05789157997065,176,30066,40.30881431000307,33,33,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_005230
8986,40.431,48.17880000000001,9.499600000000015,24.55997021655054,205,30108,40.378145615104586,25,25,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_008986
4897,39.9181,48.1464,9.467200000000005,24.47620426482452,177,28181,37.786337825935334,27,27,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_004897
2067,39.815,47.87520000000001,9.196000000000012,23.77505222445142,173,30055,40.283376086037606,29,29,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_002067
5455,39.8744,47.6742,8.995000000000005,23.255393079484595,128,20539,27.539993033977225,21,21,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_005455
9300,40.0544,48.2175,9.538300000000007,24.66002399222323,193,30020,40.23893377301283,27,27,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_009300
6777,39.9709,47.6618,8.982600000000005,23.22333450536724,178,27842,37.323636839166284,24,24,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_006777
8488,39.5324,48.1858,9.506600000000006,24.578067798713537,182,28261,37.877942743944004,34,34,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_008488
471,39.4402,47.60940000000001,8.930200000000013,23.087861176032636,190,30089,40.36571867601015,30,30,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_000471
689,39.9792,47.9798,9.300600000000003,24.04548180934457,184,28292,37.95589924720116,22,22,max_no_improve,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_000689
2411,39.9621,48.168499999999995,9.4893,24.533340917082054,179,30307,40.66766615305096,31,31,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_002411
3646,39.9154,47.981,9.301800000000007,24.0485842520011,198,30136,40.46198957692832,30,30,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_003646
2036,39.914,48.0907,9.411500000000004,24.332199218184464,193,30065,40.31272836099379,31,31,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_002036
4428,39.9829,47.49379999999999,8.814599999999999,22.78899253345467,203,30029,40.22142854402773,25,25,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_004428
7735,39.9259,48.132000000000005,9.45280000000001,24.438974952946317,204,30080,40.30904947896488,30,30,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_007735
9016,39.863099999999996,48.2641,9.584900000000005,24.78050218205135,188,30152,40.41701167402789,36,36,max_evaluations,2,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/ils/elderly/dataset_hex177_impacts1328/run_20260530_225710_budget100_seeds100/seed_runs/seed_009016
