seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves,t_initial_eval_s,t_initial_local_search_s,t_perturb_s,t_candidate_eval_s,t_local_search_s,t_acceptance_s,t_bookkeeping_s,t_logging_s,t_iter_total_s
1356,0,62,0.0,42.6356,42.6356,4.101799999999997,0.0,True,False,2,0,25,0,0.00208764779381454,0.13339233701117337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,1,140,0.3068104910198599,42.8677,42.8677,4.3339,0.23210000000000264,True,True,2,0,25,4,0.0,0.0,0.0004287969786673784,0.0020570559427142143,0.16840462712571025,6.675021722912788e-06,1.4584045857191086e-05,4.4961925595998764e-05,0.17097208416089416
1356,2,221,0.48428175901062787,43.662200000000006,43.662200000000006,5.128400000000006,0.7945000000000064,True,True,2,0,25,4,0.0,0.0,0.0004270870704203844,0.0020260310266166925,0.17493414296768606,6.647082045674324e-06,8.570030331611633e-06,4.419800825417042e-05,0.17746302508749068
1356,3,307,0.6726003829389811,44.0172,44.0172,5.483400000000003,0.3549999999999969,True,True,2,0,25,4,0.0,0.0,0.0004281948786228895,0.0020274959970265627,0.18578476505354047,7.261056452989578e-06,8.545815944671631e-06,4.5892782509326935e-05,0.18831865605898201
1356,4,436,0.9549776499625295,44.1594,44.1594,5.625599999999999,0.14219999999999544,True,True,2,0,25,4,0.0,0.0,0.0004382319748401642,0.0020221169106662273,0.2798374858684838,6.686896085739136e-06,8.133938536047935e-06,3.468384966254234e-05,0.2823635837994516
1356,5,594,1.300420535961166,44.3485,44.3485,5.814700000000002,0.18910000000000338,True,True,2,0,25,4,0.0,0.0,0.0004137810319662094,0.0019811459351330996,0.34298287611454725,6.068963557481766e-06,7.754890248179436e-06,3.2757874578237534e-05,0.3454392699059099
1356,6,784,1.71594318584539,44.51389999999999,44.51389999999999,5.980099999999993,0.1653999999999911,True,True,2,0,25,4,0.0,0.0,0.0004220881965011358,0.001971687888726592,0.4130658758804202,6.013084203004837e-06,7.963040843605995e-06,3.17541416734457e-05,0.41552052390761673
1356,7,1047,2.290874487021938,44.6259,44.6259,6.092100000000002,0.11200000000000898,True,True,2,0,25,4,0.0,0.0,0.0004161628894507885,0.001981856068596244,0.5724713711533695,6.151851266622543e-06,7.659895345568657e-06,3.1482893973588943e-05,0.5749293069820851
1356,8,1230,2.6909909178502858,44.6503,44.6503,6.116500000000002,0.024399999999999977,True,True,2,0,25,4,0.0,0.0,0.0004166339058429003,0.0019805380143225193,0.3976581231690943,6.119022145867348e-06,7.768860086798668e-06,3.238394856452942e-05,0.40011600917205215
1356,9,1427,3.121736630797386,44.6904,44.6904,6.156599999999997,0.04009999999999536,True,True,2,0,12,4,0.0,0.0,0.00041464786045253277,0.001984284957870841,0.4282821679953486,7.3248520493507385e-06,9.860843420028687e-06,4.8086978495121e-05,0.4307629398535937
