seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves,t_initial_eval_s,t_initial_local_search_s,t_perturb_s,t_candidate_eval_s,t_local_search_s,t_acceptance_s,t_bookkeeping_s,t_logging_s,t_iter_total_s
2949,0,50,0.0,33.5479,33.5479,1.100999999999999,0.0,True,False,10,0,25,0,0.0042004939168691635,0.07740712584927678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2949,1,100,0.1532387789338827,33.8388,33.8388,1.3918999999999997,0.2909000000000006,True,True,10,0,25,20,0.0,0.0,0.0018376940861344337,0.0012836020905524492,0.06653335387818515,7.889000698924065e-06,2.467399463057518e-05,7.461104542016983e-05,0.06978397304192185
2949,2,185,0.2704711959231645,34.6209,34.6209,2.1739999999999995,0.7820999999999998,True,True,10,0,25,20,0.0,0.0,0.001812507165595889,0.0012608221732079983,0.11402799002826214,7.509021088480949e-06,1.974613405764103e-05,3.483891487121582e-05,0.11718515097163618
2949,3,269,0.38622369593940675,34.9178,34.9178,2.4709000000000003,0.29690000000000083,True,True,10,0,25,20,0.0,0.0,0.0018241710495203733,0.001270530978217721,0.11257827118970454,6.035901606082916e-06,1.626298762857914e-05,4.5832013711333275e-05,0.11575761693529785
2949,4,376,0.5333298039622605,35.0444,35.0444,2.5975000000000037,0.12660000000000338,True,True,10,0,25,20,0.0,0.0,0.001828896114602685,0.0012759440578520298,0.14391080988571048,9.228941053152084e-06,1.851399429142475e-05,3.8190046325325966e-05,0.1471000809688121
2949,5,476,0.67092708311975,35.0959,35.0959,2.649000000000001,0.051499999999997215,True,True,10,0,25,20,0.0,0.0,0.0018237459007650614,0.001264914870262146,0.1344189529772848,9.434996172785759e-06,9.412877261638641e-06,4.099193029105663e-05,0.13758865697309375
2949,6,564,0.7924942730460316,35.0959,35.0959,2.649000000000001,0.0,False,False,10,1,25,20,0.0,0.0,0.0018147421069443226,0.001271059038117528,0.11840479890815914,3.710854798555374e-06,9.78400930762291e-06,0.0,0.12152429786510766
2949,7,647,0.9076125810388476,35.163399999999996,35.163399999999996,2.7164999999999964,0.06749999999999545,True,True,10,0,25,20,0.0,0.0,0.0018395758233964443,0.0012899839784950018,0.11195132695138454,6.7870132625103e-06,5.469890311360359e-05,4.646088927984238e-05,0.11520847980864346
2949,8,783,1.0999206129927188,35.251999999999995,35.251999999999995,2.805099999999996,0.08859999999999957,True,True,10,0,25,20,0.0,0.0,0.0018251389265060425,0.0012718490324914455,0.18901782715693116,4.271697252988815e-05,3.70279885828495e-05,0.00017063389532268047,0.19241195102222264
2949,9,920,1.2886577469762415,35.251999999999995,35.251999999999995,2.805099999999996,0.0,False,False,10,1,25,20,0.0,0.0,0.0018194520380347967,0.0013093289453536272,0.1853589378297329,3.6980491131544113e-06,8.702045306563377e-06,0.0,0.1885300821159035
