seed,iter,eval_count,elapsed_s,alpha_used,rcl_size_mean,construction_sum_iqc,after_ls_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,improved,no_improve_streak,local_search_accepted_moves,t_construction_s,t_candidate_eval_s,t_local_search_s,t_iter_total_s
1858,1,82,0.223222435452044,0.27973321649404226,83.91,52.098800000000004,54.4281,54.4281,3.1569000000000003,,True,0,25,0.014128177426755428,0.0041909972205758095,0.2044334476813674,0.2228177711367607
1858,2,169,0.42824454605579376,0.3107477834775293,108.82,51.13550000000001,53.2785,54.4281,3.1569000000000003,0.0,False,1,25,0.010440965183079243,0.002075396478176117,0.19228886906057596,0.20483945403248072
1858,3,227,0.5663551976904273,0.34346593277490056,144.01,51.294200000000004,53.281400000000005,54.4281,3.1569000000000003,0.0,False,2,25,0.01020529679954052,0.0021382439881563187,0.12572249211370945,0.13809167593717575
1858,4,305,0.7502311216667295,0.925335408993477,939.0,52.5366,52.798500000000004,54.4281,3.1569000000000003,0.0,False,3,25,0.011121763847768307,0.0022014835849404335,0.1704887468367815,0.18384010065346956
1858,5,361,0.8857374452054501,0.6585151459363152,377.96,51.6268,52.44499999999999,54.4281,3.1569000000000003,0.0,False,4,25,0.011107295751571655,0.0021505532786250114,0.12220674846321344,0.13549132086336613
1858,6,416,1.0218869652599096,0.6163683003463578,305.73,53.1866,53.79430000000001,54.4281,3.1569000000000003,0.0,False,5,25,0.010370946489274502,0.002211187966167927,0.12330358475446701,0.13613274320960045
1858,7,483,1.1875335024669766,0.2788360890623801,86.36,51.998000000000005,53.4307,54.4281,3.1569000000000003,0.0,False,6,25,0.010405408218502998,0.0022058263421058655,0.15295003820210695,0.16559697315096855
1858,8,539,1.3238251088187099,0.9152092117169297,933.36,51.890600000000006,52.5876,54.4281,3.1569000000000003,0.0,False,7,25,0.011525723151862621,0.0022726794704794884,0.12245481181889772,0.136277767829597
1858,9,613,1.4965603025630116,0.7028805716730753,417.68,53.1271,54.28830000000001,54.4281,3.1569000000000003,0.0,False,8,25,0.010287965647876263,0.0021621445193886757,0.1602474106475711,0.17272129468619823
1858,10,684,1.6659013302996755,0.1460124760134205,31.06,50.3313,51.8433,54.4281,3.1569000000000003,0.0,False,9,25,0.010123376734554768,0.0022753141820430756,0.15690162777900696,0.16932654194533825
1858,11,769,1.8644073894247413,0.351711721947932,120.58,53.259100000000004,54.860600000000005,54.860600000000005,3.589400000000005,0.43250000000000455,True,0,25,0.00998514425009489,0.002154650166630745,0.1861163666471839,0.19832331407815218
