walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,53.992,55.04600000000001,54.392012,0.257742595453509,59.98961299441
elderly,45.023799999999994,45.762100000000004,45.368095,0.1430716691032853,40.91636956183001
athlete,62.891099999999994,63.8793,63.405922,0.16791680394309727,88.30036196606004
