seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves,t_initial_eval_s,t_initial_local_search_s,t_perturb_s,t_candidate_eval_s,t_local_search_s,t_acceptance_s,t_bookkeeping_s,t_logging_s,t_iter_total_s
5230,0,58,0.0,40.5106,40.5106,1.8314000000000021,0.0,True,False,2,0,25,0,0.0012690750882029533,0.07669611996971071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5230,1,115,0.15479973703622818,40.9787,40.9787,2.299500000000009,0.46810000000000684,True,True,2,0,25,2,0.0,0.0,0.0002333980519324541,0.001185608096420765,0.0751904989592731,5.650101229548454e-06,7.904134690761566e-06,3.0417926609516144e-05,0.07666632416658103
5230,2,175,0.23557946598157287,41.3964,41.3964,2.7172000000000054,0.4176999999999964,True,True,2,0,25,2,0.0,0.0,0.00023285695351660252,0.0012800628319382668,0.07920800987631083,5.891080945730209e-06,7.805181667208672e-06,3.001582808792591e-05,0.08077781111933291
5230,3,249,0.3351260849740356,41.8049,41.8049,3.125700000000009,0.40850000000000364,True,True,2,0,25,2,0.0,0.0,0.00023419619537889957,0.0012847371399402618,0.09796981792896986,5.542999133467674e-06,7.707858458161354e-06,3.0064955353736877e-05,0.09954539500176907
5230,4,391,0.525852259946987,42.2061,42.2061,3.526900000000005,0.4011999999999958,True,True,2,0,25,2,0.0,0.0,0.0002316830214112997,0.0012835077941417694,0.18915307405404747,5.705980584025383e-06,7.577007636427879e-06,2.9724789783358574e-05,0.19072453188709915
5230,5,528,0.7100308430381119,42.5339,42.5339,3.8547000000000082,0.3278000000000034,True,True,2,0,25,2,0.0,0.0,0.00023166206665337086,0.0012750888708978891,0.1826142049394548,5.8908481150865555e-06,7.781898602843285e-06,3.0368100851774216e-05,0.18417818704620004
5230,6,673,0.904619466047734,43.0285,43.0285,4.349300000000007,0.4945999999999984,True,True,2,0,25,2,0.0,0.0,0.00023103202693164349,0.001270935172215104,0.19302543997764587,7.479917258024216e-06,8.678063750267029e-06,3.787386231124401e-05,0.194595982786268
5230,7,850,1.1425661239773035,43.4693,43.4693,4.7901000000000025,0.44079999999999586,True,True,2,0,25,2,0.0,0.0,0.00023206998594105244,0.0012683789245784283,0.23637521802447736,7.811933755874634e-06,9.160023182630539e-06,4.2212195694446564e-05,0.23795053898356855
5230,8,1076,1.445834093960002,44.0497,44.0497,5.370500000000007,0.5804000000000045,True,True,2,0,25,2,0.0,0.0,0.00023139896802604198,0.001279525924474001,0.30168089317157865,7.209135219454765e-06,9.227078408002853e-06,4.271510988473892e-05,0.3032669860403985
5230,9,1290,1.7337500508874655,44.7439,44.7439,6.064700000000002,0.694199999999995,True,True,2,0,25,2,0.0,0.0,0.00023197103291749954,0.001266447827219963,0.2863425479736179,6.33695162832737e-06,7.869908586144447e-06,3.123702481389046e-05,0.2879010660108179
5230,10,1623,2.181441618828103,45.459199999999996,45.459199999999996,6.780000000000001,0.7152999999999992,True,True,2,0,25,2,0.0,0.0,0.00023000407963991165,0.0012729859445244074,0.4461287441663444,6.0801394283771515e-06,7.5730495154857635e-06,2.9974151402711868e-05,0.4476883360184729
5230,11,1801,2.4203899030108005,45.591300000000004,45.591300000000004,6.9121000000000095,0.13210000000000832,True,True,2,0,9,2,0.0,0.0,0.00022970698773860931,0.0012750241439789534,0.23738534608855844,6.085028871893883e-06,7.641036063432693e-06,2.915598452091217e-05,0.2389462918508798
5230,12,1905,2.5601518449839205,45.591300000000004,45.591300000000004,6.9121000000000095,0.0,False,False,2,1,1,2,0.0,0.0,0.0002290019765496254,0.001268868101760745,0.13821043190546334,1.8759164959192276e-06,7.800990715622902e-06,0.0,0.13973187282681465
5230,13,2080,2.7948100089561194,45.6435,45.6435,6.964300000000009,0.052199999999999136,True,True,2,0,6,2,0.0,0.0,0.00023450306616723537,0.0011884882114827633,0.23320610797964036,5.550915375351906e-06,7.800990715622902e-06,3.050803206861019e-05,0.23468720098026097
