seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves
7411,0,79,0.0,40.7358,40.7358,2.056600000000003,0.0,True,False,2,0,25,0
7411,1,174,0.23361964407376945,41.4106,41.4106,2.731400000000008,0.6748000000000047,True,True,2,0,25,2
7411,2,272,0.3650779160670936,41.9135,41.9135,3.2343000000000046,0.5028999999999968,True,True,2,0,25,2
7411,3,375,0.5032359240576625,42.237,42.237,3.5578000000000074,0.3235000000000028,True,True,2,0,25,2
7411,4,495,0.6641232410911471,42.687400000000004,42.687400000000004,4.008200000000009,0.4504000000000019,True,True,2,0,25,2
7411,5,606,0.8129437370225787,43.1275,43.1275,4.448300000000003,0.44009999999999394,True,True,2,0,25,2
7411,6,821,1.1010205801576376,43.4982,43.4982,4.819000000000003,0.37069999999999936,True,True,2,0,25,2
7411,7,1029,1.3796622450463474,44.2184,44.2184,5.539200000000008,0.7202000000000055,True,True,2,0,25,2
7411,8,1318,1.766707240138203,44.8433,44.8433,6.164100000000005,0.6248999999999967,True,True,2,0,25,2
7411,9,1715,2.298545913072303,45.332699999999996,45.332699999999996,6.653500000000001,0.4893999999999963,True,True,2,0,18,2
7411,10,1914,2.5650082260835916,45.38889999999999,45.38889999999999,6.709699999999998,0.05619999999999692,True,True,2,0,11,2
7411,11,2172,2.9104715920984745,45.79769999999999,45.79769999999999,7.118499999999997,0.4087999999999994,True,True,2,0,13,2
7411,12,2428,3.2536102761514485,45.981300000000005,45.981300000000005,7.30210000000001,0.18360000000001264,True,True,2,0,10,2
7411,13,2808,3.7625673450529575,46.2807,46.2807,7.601500000000009,0.29939999999999856,True,True,2,0,15,2
7411,14,2977,3.988804724998772,46.347300000000004,46.347300000000004,7.66810000000001,0.0666000000000011,True,True,2,0,8,2
7411,15,3221,4.315431916154921,46.347300000000004,46.347300000000004,7.66810000000001,0.0,False,False,2,1,6,2
7411,16,3395,4.548275426961482,46.3778,46.3778,7.698600000000006,0.03049999999999642,True,True,2,0,25,2
7411,17,3796,5.085126384161413,46.6669,46.6669,7.987700000000004,0.2890999999999977,True,True,2,0,14,2
7411,18,3903,5.2284134950023144,46.6669,46.6669,7.987700000000004,0.0,False,False,2,1,5,2
7411,19,4175,5.5926780111622065,46.6669,46.6669,7.987700000000004,0.0,False,False,2,2,8,2
7411,20,4424,5.925987383117899,46.84320000000001,46.84320000000001,8.164000000000016,0.1763000000000119,True,True,2,0,13,2
7411,21,4807,6.438802300952375,47.069,47.069,8.389800000000008,0.22579999999999245,True,True,2,0,15,2
7411,22,5223,6.995575468055904,47.1356,47.1356,8.456400000000002,0.066599999999994,True,True,2,0,13,2
7411,23,5290,7.08537036110647,47.1356,47.1356,8.456400000000002,0.0,False,False,2,1,1,2
7411,24,5617,7.52285322197713,47.172399999999996,47.172399999999996,8.493200000000002,0.0367999999999995,True,True,2,0,10,2
7411,25,5752,7.703692130977288,47.172399999999996,47.172399999999996,8.493200000000002,0.0,False,False,2,1,4,2
7411,26,6033,8.079920538002625,47.172399999999996,47.172399999999996,8.493200000000002,0.0,False,False,2,2,9,2
7411,27,6209,8.315716142067686,47.20099999999999,47.20099999999999,8.521799999999999,0.028599999999997294,True,True,2,0,8,2
7411,28,6342,8.493959448998794,47.20099999999999,47.20099999999999,8.521799999999999,0.0,False,False,2,1,2,2
7411,29,6804,9.11213004309684,47.2224,47.2224,8.543200000000006,0.02140000000000697,True,True,2,0,17,2
7411,30,6928,9.278207979165018,47.2224,47.2224,8.543200000000006,0.0,False,False,2,1,3,2
7411,31,7080,9.481620613951236,47.2224,47.2224,8.543200000000006,0.0,False,False,2,2,9,2
7411,32,7349,9.8416056339629,47.2912,47.2912,8.612000000000009,0.06880000000000308,True,True,2,0,7,2
7411,33,7489,10.029127608053386,47.2912,47.2912,8.612000000000009,0.0,False,False,2,1,3,2
7411,34,7612,10.193907790118828,47.2912,47.2912,8.612000000000009,0.0,False,False,2,2,6,2
7411,35,7774,10.410779905039817,47.2912,47.2912,8.612000000000009,0.0,False,False,2,3,4,2
7411,36,7946,10.64098258013837,47.2912,47.2912,8.612000000000009,0.0,False,False,2,4,4,2
7411,37,8208,10.99179316102527,47.2912,47.2912,8.612000000000009,0.0,False,False,2,5,11,2
7411,38,8292,11.104324120096862,47.2912,47.2912,8.612000000000009,0.0,False,False,2,6,1,2
7411,39,8539,11.435012278147042,47.459900000000005,47.459900000000005,8.78070000000001,0.16870000000000118,True,True,2,0,6,2
7411,40,8793,11.775091344024986,47.459900000000005,47.459900000000005,8.78070000000001,0.0,False,False,2,1,6,2
7411,41,9070,12.14578985213302,47.459900000000005,47.459900000000005,8.78070000000001,0.0,False,False,2,2,8,2
7411,42,9196,12.314565984997898,47.459900000000005,47.459900000000005,8.78070000000001,0.0,False,False,2,3,4,2
7411,43,9263,12.404305723961443,47.459900000000005,47.459900000000005,8.78070000000001,0.0,False,False,2,4,1,2
7411,44,9395,12.581028218148276,47.459900000000005,47.459900000000005,8.78070000000001,0.0,False,False,2,5,3,2
7411,45,9616,12.876711993012577,47.5878,47.5878,8.908600000000007,0.1278999999999968,True,True,2,0,11,2
7411,46,9784,13.101501346100122,47.5878,47.5878,8.908600000000007,0.0,False,False,2,1,2,2
7411,47,9849,13.188569237012416,47.5878,47.5878,8.908600000000007,0.0,False,False,2,2,0,2
7411,48,9914,13.275742860045284,47.5878,47.5878,8.908600000000007,0.0,False,False,2,3,0,2
7411,49,10132,13.567634896142408,47.5878,47.5878,8.908600000000007,0.0,False,False,2,4,4,2
7411,50,10211,13.673421825980768,47.5878,47.5878,8.908600000000007,0.0,False,False,2,5,1,2
7411,51,10276,13.760610645171255,47.5878,47.5878,8.908600000000007,0.0,False,False,2,6,0,2
7411,52,10413,13.943940454162657,47.5878,47.5878,8.908600000000007,0.0,False,False,2,7,4,2
7411,53,10590,14.180795571068302,47.5878,47.5878,8.908600000000007,0.0,False,False,2,8,5,2
7411,54,10712,14.344090100144967,47.5878,47.5878,8.908600000000007,0.0,False,False,2,9,1,2
7411,55,10854,14.534093523165211,47.5878,47.5878,8.908600000000007,0.0,False,False,2,10,4,2
7411,56,10937,14.645235850010067,47.5878,47.5878,8.908600000000007,0.0,False,False,2,11,2,2
7411,57,11094,14.855399345979095,47.5878,47.5878,8.908600000000007,0.0,False,False,2,12,5,2
7411,58,11206,15.00528837298043,47.5878,47.5878,8.908600000000007,0.0,False,False,2,13,3,2
7411,59,11307,15.14063107711263,47.5878,47.5878,8.908600000000007,0.0,False,False,2,14,3,2
7411,60,11545,15.45933155505918,47.5878,47.5878,8.908600000000007,0.0,False,False,2,15,16,2
7411,61,11887,15.917161544086412,47.5878,47.5878,8.908600000000007,0.0,False,False,2,16,8,2
7411,62,12076,16.170322162099183,47.5878,47.5878,8.908600000000007,0.0,False,False,2,17,4,2
7411,63,12377,16.573303916025907,47.5878,47.5878,8.908600000000007,0.0,False,False,2,18,7,2
7411,64,12442,16.66035797004588,47.5878,47.5878,8.908600000000007,0.0,False,False,2,19,0,2
7411,65,12507,16.747429128969088,47.5878,47.5878,8.908600000000007,0.0,False,False,2,20,0,2
7411,66,12572,16.834549630060792,47.5878,47.5878,8.908600000000007,0.0,False,False,2,21,0,2
7411,67,12656,16.947113800095394,47.5878,47.5878,8.908600000000007,0.0,False,False,2,22,2,2
7411,68,12886,17.25503254402429,47.5878,47.5878,8.908600000000007,0.0,False,False,2,23,5,2
7411,69,13128,17.5790696691256,47.640100000000004,47.640100000000004,8.96090000000001,0.052300000000002456,True,True,2,0,6,2
7411,70,13214,17.69431067816913,47.7131,47.7131,9.033900000000003,0.07299999999999329,True,True,2,0,2,2
7411,71,13381,17.917942038970068,47.7131,47.7131,9.033900000000003,0.0,False,False,2,1,3,2
7411,72,13446,18.005059376126155,47.7131,47.7131,9.033900000000003,0.0,False,False,2,2,0,2
7411,73,13511,18.09207749995403,47.7131,47.7131,9.033900000000003,0.0,False,False,2,3,0,2
7411,74,13852,18.54836133099161,47.7131,47.7131,9.033900000000003,0.0,False,False,2,4,10,2
7411,75,13921,18.640761906979606,47.7131,47.7131,9.033900000000003,0.0,False,False,2,5,1,2
7411,76,13986,18.727741881040856,47.7131,47.7131,9.033900000000003,0.0,False,False,2,6,0,2
7411,77,14094,18.872430069139227,47.7131,47.7131,9.033900000000003,0.0,False,False,2,7,2,2
7411,78,14159,18.959523065946996,47.7131,47.7131,9.033900000000003,0.0,False,False,2,8,0,2
7411,79,14235,19.061307572061196,47.7131,47.7131,9.033900000000003,0.0,False,False,2,9,1,2
7411,80,14556,19.490853518946096,47.7131,47.7131,9.033900000000003,0.0,False,False,2,10,10,2
7411,81,14842,19.873883325140923,47.72410000000001,47.72410000000001,9.044900000000013,0.01100000000000989,True,True,2,0,10,2
7411,82,14919,19.97706967103295,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,1,1,2
7411,83,14995,20.078825635137036,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,2,1,2
7411,84,15060,20.16591740795411,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,3,0,2
7411,85,15295,20.48025238304399,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,4,7,2
7411,86,15361,20.56861682399176,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,5,1,2
7411,87,15517,20.777328834170476,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,6,6,2
7411,88,15724,21.054219995159656,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,7,6,2
7411,89,16123,21.58796387608163,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,8,11,2
7411,90,16200,21.691096290946007,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,9,2,2
7411,91,16376,21.926731612998992,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,10,4,2
7411,92,16752,22.42983658798039,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,11,12,2
7411,93,16952,22.697397652082145,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,12,5,2
7411,94,17064,22.847390095004812,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,13,1,2
7411,95,17231,23.070807461161166,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,14,4,2
7411,96,17600,23.564577540149912,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,15,9,2
7411,97,17867,23.921911179088056,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,16,6,2
7411,98,17946,24.02769605908543,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,17,1,2
7411,99,18143,24.291359617142007,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,18,5,2
7411,100,18208,24.37847668910399,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,19,0,2
7411,101,18357,24.57798951701261,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,20,6,2
7411,102,18456,24.710582965053618,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,21,2,2
7411,103,18661,24.985070321010426,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,22,6,2
7411,104,18757,25.113616720074788,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,23,2,2
7411,105,18880,25.278320637065917,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,24,1,2
7411,106,19026,25.473687171004713,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,25,6,2
7411,107,19091,25.5608639549464,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,26,0,2
7411,108,19156,25.647954907966778,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,27,0,2
7411,109,19221,25.735035964054987,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,28,0,2
7411,110,19291,25.828759343130514,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,29,1,2
7411,111,19508,26.119073558133096,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,30,6,2
7411,112,19573,26.206155942054465,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,31,0,2
7411,113,19688,26.359979090048,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,32,2,2
7411,114,19830,26.549881463171914,47.72410000000001,47.72410000000001,9.044900000000013,0.0,False,False,2,33,5,2
