walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,50.067800000000005,51.4221,50.649324,0.2584335032069133,62.168720711910005
elderly,38.1799,38.5436,38.373968,0.07084691403500125,39.95435261249997
athlete,56.241,58.217600000000004,57.233387,0.35108327529651606,91.10407937269002
