run_id,timestamp_utc,location,key_location,walking_profile,method_code,method_name,status,budget,n_seeds,best_seed,objective_metric,optimization_direction,baseline_objective,best_objective,improvement,improvement_pct,obj_seed_mean,obj_seed_std,obj_seed_min,obj_seed_max,iqc_base_mean,iqc_base_std,iqc_opt_mean,iqc_opt_std,iqc_opt_min,iqc_opt_median,iqc_opt_max,delta_iqc_mean,delta_iqc_std,delta_iqc_min,delta_iqc_max,delta_iqc_positive_count,n_hexagons,n_source_hexagons,n_candidate_dimensions,allocated_pois,distinct_pairs,runtime_seconds_total,rcl_alpha,construction_sample_size,local_search_max_evals,improvement_eps,parallel_workers,eval_cache,h3_resolution,distance,run_dir
27a9f939,2026-06-17T21:32:04.011310+00:00,BK Avenida Paulista,av_paulista,average_adult,B,Greedy Randomized Adaptive Search Procedure (GRASP),ok,100,100,3459,sum_iqc,maximize,47.0577,53.9697,6.912000000000006,14.688350684372603,52.851018,0.4107098386840992,51.7854,53.9697,0.26586271186440674,0.1389976923839333,0.3049135593220339,0.14752079105120364,0.0024,0.302,0.738,0.039050847457627116,0.040354963531938653,-0.014399999999999968,0.2042,155,177,177,7,100,66,39.61222933605313,0.2,64,4000,1e-09,79,True,9,2000,data/optimization_runs/av_paulista/average_adult/B/20260617_213204__27a9f939
