run_id,location,key_location,walking_profile,method_code,seed,construction_objective,local_search_objective,local_search_gain,improvement_over_baseline,runtime_seconds,distinct_pairs
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,8551,51.8348,53.2924,1.4575999999999993,6.234700000000004,18.72726145805791,77
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,8694,52.0155,52.6911,0.6755999999999958,5.633400000000002,18.386569641996175,75
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,8740,51.4834,52.4547,0.9712999999999994,5.397000000000006,20.618673224002123,80
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,8986,51.735600000000005,52.42250000000001,0.6869000000000014,5.36480000000001,19.38873261306435,82
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9016,52.0389,53.2076,1.1687000000000012,6.149900000000002,19.16966487886384,75
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9300,52.432900000000004,53.435,1.0020999999999987,6.377300000000005,18.450360148679465,77
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9399,51.6973,52.633399999999995,0.9360999999999962,5.575699999999998,20.613312266301364,81
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9480,52.065799999999996,53.2101,1.1443000000000012,6.1524,19.47602683166042,77
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9580,51.9118,52.8326,0.9207999999999998,5.774900000000002,18.89026016322896,77
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9674,51.4944,52.3767,0.8823000000000008,5.319000000000003,18.332470591180027,80
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9723,51.949,53.063900000000004,1.1149000000000058,6.006200000000007,18.220153192058206,79
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9748,52.004400000000004,52.5423,0.5378999999999934,5.4846,20.71768774976954,76
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9836,51.83460000000001,52.74770000000001,0.9131,5.690000000000012,18.440710241906345,81
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9861,51.6498,52.3124,0.6625999999999976,5.2547,18.021768704988062,83
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9895,51.5698,52.189899999999994,0.6200999999999937,5.132199999999997,18.37547704204917,87
27a9f939,BK Avenida Paulista,av_paulista,average_adult,B,9998,52.50840000000001,53.001900000000006,0.4934999999999974,5.944200000000009,19.168141543865204,84
