seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves
4374,0,81,0.0,49.355599999999995,49.355599999999995,2.2978999999999985,0.0,True,False,2,0,25,0
4374,1,163,0.3590096430853009,49.855000000000004,49.855000000000004,2.797300000000007,0.4994000000000085,True,True,2,0,25,2
4374,2,248,0.5461886709090322,50.5414,50.5414,3.483700000000006,0.686399999999999,True,True,2,0,25,2
4374,3,338,0.7445008629001677,51.122699999999995,51.122699999999995,4.064999999999998,0.5812999999999917,True,True,2,0,25,2
4374,4,478,1.0528275601100177,51.563500000000005,51.563500000000005,4.505800000000008,0.4408000000000101,True,True,2,0,25,2
4374,5,646,1.4226817500311881,52.1143,52.1143,5.056600000000003,0.5507999999999953,True,True,2,0,25,2
4374,6,883,1.9446793459355831,52.7054,52.7054,5.6477,0.5910999999999973,True,True,2,0,25,2
4374,7,1177,2.591742071090266,53.395,53.395,6.337300000000006,0.6896000000000058,True,True,2,0,25,2
4374,8,1608,3.5400975490920246,54.0989,54.0989,7.0412000000000035,0.7038999999999973,True,True,2,0,25,2
4374,9,1885,4.149653596105054,54.1677,54.1677,7.1100000000000065,0.06880000000000308,True,True,2,0,11,2
4374,10,2099,4.620587144047022,54.2009,54.2009,7.1432,0.03319999999999368,True,True,2,0,11,2
4374,11,2333,5.135367846116424,54.26520000000001,54.26520000000001,7.20750000000001,0.06430000000001002,True,True,2,0,7,2
4374,12,2888,6.35662959003821,54.6753,54.6753,7.617600000000003,0.4100999999999928,True,True,2,0,23,2
4374,13,3204,7.051777462940663,54.8758,54.8758,7.818100000000001,0.20049999999999812,True,True,2,0,9,2
4374,14,3269,7.194905318086967,54.8758,54.8758,7.818100000000001,0.0,False,False,2,1,0,2
4374,15,3508,7.721033853013068,54.878299999999996,54.878299999999996,7.820599999999999,0.0024999999999977263,True,True,2,0,7,2
4374,16,3763,8.282404009019956,55.0022,55.0022,7.944500000000005,0.12390000000000612,True,True,2,0,11,2
4374,17,3923,8.634466941002756,55.028400000000005,55.028400000000005,7.970700000000008,0.026200000000002888,True,True,2,0,5,2
4374,18,4090,9.002030499977991,55.09740000000001,55.09740000000001,8.03970000000001,0.06900000000000261,True,True,2,0,5,2
4374,19,4363,9.602693306980655,55.11709999999999,55.11709999999999,8.059399999999997,0.019699999999986062,True,True,2,0,12,2
4374,20,4641,10.21407178696245,55.196799999999996,55.196799999999996,8.1391,0.07970000000000255,True,True,2,0,9,2
4374,21,4754,10.462750043952838,55.201699999999995,55.201699999999995,8.143999999999998,0.004899999999999238,True,True,2,0,1,2
