seed,step,objective
71,8,47.669399999999996
71,9,47.6965
71,10,47.7712
71,11,47.7907
71,12,47.877399999999994
71,13,47.9963
71,14,48.0573
71,15,48.1105
71,16,48.1551
71,17,48.2291
71,18,48.297200000000004
71,19,48.3476
71,20,48.4016
71,21,48.4273
71,22,48.437
71,23,48.5145
71,24,48.611999999999995
71,25,48.6685
71,26,48.7538
71,27,48.790800000000004
71,28,48.8472
71,29,48.9277
71,30,48.93729999999999
71,31,48.993700000000004
71,32,49.006299999999996
71,33,49.0665
71,34,49.125699999999995
71,35,49.182399999999994
71,36,49.2316
71,37,49.2939
71,38,49.321799999999996
71,39,49.4067
71,40,49.43900000000001
71,41,49.51660000000001
71,42,49.538700000000006
71,43,49.586
71,44,49.633100000000006
71,45,49.678200000000004
71,46,49.712999999999994
71,47,49.7714
71,48,49.83369999999999
71,49,49.851299999999995
71,50,49.916999999999994
71,51,49.979200000000006
71,52,50.0543
71,53,50.112
71,54,50.150499999999994
71,55,50.1546
71,56,50.2074
71,57,50.2573
71,58,50.33410000000001
71,59,50.336800000000004
71,60,50.35
71,61,50.3549
71,62,50.4093
71,63,50.427899999999994
71,64,50.44840000000001
71,65,50.4728
71,66,50.474700000000006
71,67,50.519499999999994
71,68,50.571200000000005
71,69,50.60809999999999
71,70,50.6196
71,71,50.6178
71,72,50.62650000000001
71,73,50.6816
71,74,50.7317
71,75,50.7876
71,76,50.7918
71,77,50.8459
71,78,50.8571
71,79,50.8721
71,80,50.9187
71,81,50.9217
71,82,50.980000000000004
71,83,51.050700000000006
71,84,51.1164
71,85,51.1369
71,86,51.13849999999999
71,87,51.2
71,88,51.210699999999996
71,89,51.2634
71,90,51.287099999999995
71,91,51.2979
71,92,51.36919999999999
71,93,51.38850000000001
71,94,51.409400000000005
71,95,51.4546
71,96,51.5284
71,97,51.5916
71,98,51.59590000000001
71,99,51.6339
71,100,51.6381
182,1,47.1076
182,2,47.2084
182,3,47.2984
182,4,47.3687
182,5,47.433800000000005
182,6,47.47930000000001
182,7,47.548500000000004
182,8,47.6999
182,9,47.7444
182,10,47.7863
182,11,47.8568
182,12,47.9225
182,13,47.9916
182,14,48.0144
182,15,48.077400000000004
182,16,48.106
182,17,48.1438
182,18,48.188900000000004
182,19,48.2839
182,20,48.3231
182,21,48.388
182,22,48.4394
182,23,48.5099
182,24,48.536100000000005
182,25,48.5873
182,26,48.6289
182,27,48.6822
182,28,48.7645
182,29,48.813100000000006
182,30,48.8754
182,31,48.9314
182,32,48.9767
182,33,49.0561
182,34,49.133799999999994
182,35,49.14620000000001
182,36,49.222199999999994
182,37,49.2748
182,38,49.279799999999994
182,39,49.31269999999999
182,40,49.417500000000004
182,41,49.4791
182,42,49.5401
182,43,49.5445
182,44,49.5462
182,45,49.5519
182,46,49.5961
182,47,49.61279999999999
182,48,49.6307
182,49,49.6816
182,50,49.73350000000001
182,51,49.8078
182,52,49.858000000000004
182,53,49.8638
182,54,49.8981
182,55,49.9737
182,56,49.9837
182,57,50.09089999999999
182,58,50.1417
182,59,50.181099999999994
182,60,50.2453
182,61,50.330299999999994
182,62,50.4336
182,63,50.484700000000004
182,64,50.4879
182,65,50.514700000000005
182,66,50.572199999999995
182,67,50.577200000000005
182,68,50.6368
182,69,50.7098
182,70,50.7815
182,71,50.8694
182,72,50.938199999999995
182,73,50.9498
182,74,51.0446
182,75,51.0659
182,76,51.0682
182,77,51.124599999999994
182,78,51.1365
182,79,51.2175
182,80,51.2773
182,81,51.3318
182,82,51.3999
182,83,51.41420000000001
182,84,51.4799
182,85,51.5237
182,86,51.569900000000004
182,87,51.62520000000001
182,88,51.6503
182,89,51.7166
182,90,51.769000000000005
182,91,51.8655
182,92,51.8849
182,93,51.906800000000004
182,94,51.93090000000001
182,95,51.939800000000005
182,96,51.952600000000004
182,97,52.0106
182,98,52.0886
182,99,52.1336
182,100,52.141600000000004
395,1,47.172399999999996
395,2,47.2075
395,3,47.337199999999996
395,4,47.3908
395,5,47.48009999999999
395,6,47.544
395,7,47.62
395,8,47.7172
395,9,47.790099999999995
395,10,47.8394
395,11,47.8916
395,12,47.9658
395,13,48.0514
395,14,48.0993
395,15,48.1571
395,16,48.221500000000006
395,17,48.1981
395,18,48.26740000000001
395,19,48.27430000000001
395,20,48.2863
395,21,48.341
395,22,48.4019
395,23,48.4767
395,24,48.57940000000001
395,25,48.646100000000004
395,26,48.7214
395,27,48.7796
395,28,48.8405
395,29,48.8878
395,30,48.9062
395,31,48.91480000000001
395,32,48.958999999999996
395,33,48.9687
395,34,49.033100000000005
395,35,49.0574
395,36,49.1237
395,37,49.1691
395,38,49.2104
395,39,49.2282
395,40,49.3012
395,41,49.3179
395,42,49.399699999999996
395,43,49.4109
395,44,49.4791
395,45,49.5434
395,46,49.5975
395,47,49.649699999999996
395,48,49.73779999999999
395,49,49.7741
395,50,49.836600000000004
395,51,49.861999999999995
395,52,49.91669999999999
395,53,49.9236
395,54,49.9387
395,55,50.0084
395,56,50.05839999999999
395,57,50.0694
395,58,50.13959999999999
395,59,50.203500000000005
395,60,50.1989
395,61,50.26649999999999
395,62,50.3099
395,63,50.3339
395,64,50.3514
395,65,50.3535
395,66,50.43729999999999
395,67,50.5087
395,68,50.5127
395,69,50.5376
395,70,50.5988
395,71,50.676300000000005
395,72,50.71790000000001
395,73,50.7736
395,74,50.7902
395,75,50.7915
395,76,50.7973
395,77,50.846500000000006
395,78,50.86349999999999
395,79,50.8828
395,80,50.9218
395,81,50.98010000000001
395,82,51.0179
395,83,51.0547
395,84,51.1573
395,85,51.152800000000006
395,86,51.25299999999999
395,87,51.279700000000005
395,88,51.2999
395,89,51.354
395,90,51.40839999999999
395,91,51.460499999999996
395,92,51.5257
395,93,51.5384
395,94,51.59759999999999
395,95,51.6349
395,96,51.7128
395,97,51.7436
395,98,51.774
395,99,51.82300000000001
395,100,51.869600000000005
417,1,47.1114
417,2,47.193400000000004
417,3,47.2616
417,4,47.3554
417,5,47.5105
417,6,47.595600000000005
417,7,47.6443
417,8,47.693299999999994
417,9,47.73530000000001
417,10,47.806
417,11,47.854600000000005
417,12,47.873999999999995
417,13,47.9791
417,14,48.029
417,15,48.1051
417,16,48.1607
417,17,48.2232
417,18,48.2749
417,19,48.3384
417,20,48.376000000000005
417,21,48.419399999999996
417,22,48.4983
417,23,48.581
417,24,48.64359999999999
417,25,48.679399999999994
417,26,48.7071
417,27,48.782999999999994
417,28,48.7941
417,29,48.889799999999994
417,30,48.9364
417,31,49.0295
417,32,49.1083
417,33,49.1836
417,34,49.198499999999996
417,35,49.2026
417,36,49.3292
417,37,49.429
417,38,49.5154
417,39,49.5307
417,40,49.532300000000006
417,41,49.5912
417,42,49.6259
417,43,49.6798
417,44,49.7394
417,45,49.7859
417,46,49.8341
417,47,49.875600000000006
417,48,49.892500000000005
417,49,49.900099999999995
417,50,49.90990000000001
417,51,49.9644
417,52,50.0226
417,53,50.0936
417,54,50.1336
417,55,50.1804
417,56,50.2441
417,57,50.3156
417,58,50.3323
417,59,50.345699999999994
417,60,50.35530000000001
417,61,50.428999999999995
417,62,50.4303
417,63,50.4392
417,64,50.4404
417,65,50.4833
417,66,50.49159999999999
417,67,50.559200000000004
417,68,50.56570000000001
417,69,50.5757
417,70,50.635999999999996
417,71,50.650800000000004
417,72,50.68
417,73,50.719300000000004
417,74,50.7332
417,75,50.7415
417,76,50.7447
417,77,50.7497
417,78,50.8182
417,79,50.828
417,80,50.8737
417,81,50.8754
417,82,50.937400000000004
417,83,51.00919999999999
417,84,51.0628
417,85,51.1346
417,86,51.23440000000001
417,87,51.2478
417,88,51.2495
417,89,51.33040000000001
417,90,51.34530000000001
417,91,51.362
417,92,51.385400000000004
417,93,51.4797
417,94,51.48440000000001
417,95,51.586800000000004
417,96,51.597100000000005
417,97,51.607
417,98,51.614000000000004
417,99,51.649699999999996
417,100,51.710300000000004
446,1,47.1595
446,2,47.3113
446,3,47.3403
446,4,47.3814
446,5,47.4992
446,6,47.560199999999995
446,7,47.634299999999996
446,8,47.6789
446,9,47.7626
446,10,47.8273
446,11,47.8979
446,12,47.9872
446,13,48.043000000000006
446,14,48.1168
446,15,48.185
446,16,48.243
446,17,48.292100000000005
446,18,48.369400000000006
446,19,48.4089
446,20,48.454299999999996
446,21,48.49040000000001
446,22,48.540800000000004
446,23,48.6004
446,24,48.6601
446,25,48.7136
446,26,48.7892
446,27,48.845600000000005
446,28,48.9119
446,29,49.015
446,30,49.0745
446,31,49.152899999999995
446,32,49.2077
446,33,49.23049999999999
446,34,49.273700000000005
446,35,49.287000000000006
446,36,49.288799999999995
446,37,49.35079999999999
446,38,49.3814
446,39,49.4176
446,40,49.4516
446,41,49.483700000000006
446,42,49.5359
446,43,49.589099999999995
446,44,49.630399999999995
446,45,49.645199999999996
446,46,49.6864
446,47,49.73799999999999
446,48,49.8006
446,49,49.8064
446,50,49.8399
446,51,49.839299999999994
446,52,49.841300000000004
446,53,49.891600000000004
446,54,49.9212
446,55,49.9348
446,56,49.9797
446,57,50.0209
446,58,50.02669999999999
446,59,50.1041
446,60,50.117999999999995
446,61,50.18
446,62,50.2299
446,63,50.2846
446,64,50.35380000000001
446,65,50.4221
446,66,50.4246
446,67,50.442400000000006
446,68,50.44799999999999
446,69,50.4833
446,70,50.5158
446,71,50.5377
446,72,50.62089999999999
446,73,50.628
446,74,50.7021
446,75,50.7376
446,76,50.740700000000004
446,77,50.7443
446,78,50.7481
446,79,50.7602
446,80,50.7822
446,81,50.842
446,82,50.896100000000004
446,83,50.929
446,84,50.9346
446,85,50.960899999999995
446,86,51.0081
446,87,51.0518
446,88,51.055800000000005
446,89,51.1182
446,90,51.1602
446,91,51.1639
446,92,51.212199999999996
446,93,51.217299999999994
446,94,51.3117
446,95,51.3848
446,96,51.4105
446,97,51.483799999999995
446,98,51.567400000000006
446,99,51.640699999999995
446,100,51.693799999999996
471,1,47.114000000000004
471,2,47.2016
471,3,47.3361
471,4,47.3849
471,5,47.451600000000006
471,6,47.4824
471,7,47.5389
471,8,47.578399999999995
471,9,47.6316
471,10,47.7287
471,11,47.7741
471,12,47.815599999999996
471,13,47.869800000000005
471,14,47.9756
471,15,48.012899999999995
471,16,48.069500000000005
471,17,48.0877
471,18,48.1626
471,19,48.2142
471,20,48.278000000000006
471,21,48.348600000000005
471,22,48.361900000000006
471,23,48.4178
471,24,48.476
471,25,48.5449
471,26,48.5689
471,27,48.5817
471,28,48.590900000000005
471,29,48.6326
471,30,48.70419999999999
471,31,48.743900000000004
471,32,48.8078
471,33,48.9191
471,34,48.97280000000001
471,35,49.0376
471,36,49.085300000000004
471,37,49.1812
471,38,49.192499999999995
471,39,49.2539
471,40,49.2568
471,41,49.3564
471,42,49.41199999999999
471,43,49.468799999999995
471,44,49.533699999999996
471,45,49.5843
471,46,49.638
471,47,49.70440000000001
471,48,49.7666
471,49,49.8089
471,50,49.81439999999999
471,51,49.8627
471,52,49.9221
471,53,50.009100000000004
471,54,50.0744
471,55,50.1691
471,56,50.2444
471,57,50.2983
471,58,50.3472
471,59,50.352599999999995
471,60,50.4277
471,61,50.4692
471,62,50.4734
471,63,50.5151
471,64,50.59100000000001
471,65,50.5774
471,66,50.6232
471,67,50.6759
471,68,50.7458
471,69,50.74799999999999
471,70,50.8296
471,71,50.9052
471,72,50.9071
471,73,50.994600000000005
471,74,51.00519999999999
471,75,51.023
471,76,51.1135
471,77,51.179
471,78,51.1923
471,79,51.19890000000001
471,80,51.25919999999999
471,81,51.3334
471,82,51.364599999999996
471,83,51.45179999999999
471,84,51.454499999999996
471,85,51.5059
471,86,51.5252
471,87,51.5458
471,88,51.6572
471,89,51.6876
471,90,51.71430000000001
471,91,51.75319999999999
471,92,51.828500000000005
471,93,51.831
471,94,51.8874
471,95,51.9837
471,96,52.01599999999999
471,97,52.096
471,98,52.1215
471,99,52.1468
471,100,52.1571
516,1,47.2105
516,2,47.2736
516,3,47.35040000000001
516,4,47.4124
516,5,47.486399999999996
516,6,47.5276
516,7,47.5967
516,8,47.667500000000004
516,9,47.7358
516,10,47.8326
516,11,47.8885
516,12,47.9925
516,13,48.06099999999999
516,14,48.070499999999996
516,15,48.1316
516,16,48.200900000000004
516,17,48.262800000000006
516,18,48.3262
516,19,48.3589
516,20,48.417500000000004
516,21,48.4353
516,22,48.4767
516,23,48.552
516,24,48.6031
516,25,48.662
516,26,48.7243
516,27,48.73700000000001
516,28,48.795100000000005
516,29,48.846599999999995
516,30,48.86449999999999
516,31,48.9334
516,32,48.948499999999996
516,33,49.003800000000005
516,34,49.0613
516,35,49.1148
516,36,49.15379999999999
516,37,49.2106
516,38,49.2499
516,39,49.29520000000001
516,40,49.3351
516,41,49.345699999999994
516,42,49.4162
516,43,49.4422
516,44,49.4871
516,45,49.5725
516,46,49.63549999999999
516,47,49.66069999999999
516,48,49.7199
516,49,49.722300000000004
516,50,49.7703
516,51,49.8333
516,52,49.873599999999996
516,53,49.947900000000004
516,54,50.027300000000004
516,55,50.0377
516,56,50.096599999999995
516,57,50.102900000000005
516,58,50.151399999999995
516,59,50.206599999999995
516,60,50.31020000000001
516,61,50.370299999999986
516,62,50.3797
516,63,50.4258
516,64,50.435199999999995
516,65,50.4371
516,66,50.4908
516,67,50.5338
516,68,50.631
516,69,50.6973
516,70,50.712399999999995
516,71,50.7287
516,72,50.7428
516,73,50.7756
516,74,50.8237
516,75,50.8446
516,76,50.9064
516,77,50.956599999999995
516,78,50.952299999999994
516,79,50.9593
516,80,50.9615
516,81,51.00580000000001
516,82,51.116
516,83,51.13409999999999
516,84,51.1451
516,85,51.1926
516,86,51.208
516,87,51.2767
516,88,51.31900000000001
516,89,51.32310000000001
516,90,51.3464
516,91,51.3504
516,92,51.455
516,93,51.4671
516,94,51.505300000000005
516,95,51.5566
516,96,51.60190000000001
516,97,51.625
516,98,51.630900000000004
516,99,51.655300000000004
516,100,51.6847
596,1,47.127
596,2,47.1652
596,3,47.2535
596,4,47.3095
596,5,47.3752
596,6,47.4256
596,7,47.4573
596,8,47.51349999999999
596,9,47.5673
596,10,47.63249999999999
596,11,47.728899999999996
596,12,47.794700000000006
596,13,47.8528
596,14,47.909200000000006
596,15,47.969
596,16,48.0268
596,17,48.080999999999996
596,18,48.118700000000004
596,19,48.1964
596,20,48.21940000000001
596,21,48.3098
596,22,48.3681
596,23,48.3903
596,24,48.439899999999994
596,25,48.5189
596,26,48.6181
596,27,48.671800000000005
596,28,48.677099999999996
596,29,48.730199999999996
596,30,48.7736
596,31,48.8069
596,32,48.8575
596,33,48.9653
596,34,48.9744
596,35,49.027
596,36,49.100699999999996
596,37,49.158199999999994
596,38,49.232699999999994
596,39,49.316199999999995
596,40,49.3739
596,41,49.447100000000006
596,42,49.4615
596,43,49.540000000000006
596,44,49.5435
596,45,49.549400000000006
596,46,49.62140000000001
596,47,49.6289
596,48,49.6691
596,49,49.746300000000005
596,50,49.8042
596,51,49.8584
596,52,49.8605
596,53,49.867599999999996
596,54,49.8725
596,55,49.9697
596,56,50.0441
596,57,50.068999999999996
596,58,50.12360000000001
596,59,50.132200000000005
596,60,50.166799999999995
596,61,50.235200000000006
596,62,50.2819
596,63,50.2945
596,64,50.298899999999996
596,65,50.336
596,66,50.389700000000005
596,67,50.3895
596,68,50.47280000000001
596,69,50.478100000000005
596,70,50.505500000000005
596,71,50.508500000000005
596,72,50.53909999999999
596,73,50.5534
596,74,50.571099999999994
596,75,50.590900000000005
596,76,50.6059
596,77,50.7282
596,78,50.807500000000005
596,79,50.8202
596,80,50.8418
596,81,50.88269999999999
596,82,50.982299999999995
596,83,51.0477
596,84,51.070499999999996
596,85,51.0806
596,86,51.1362
596,87,51.14059999999999
596,88,51.15549999999999
596,89,51.2188
596,90,51.26429999999999
596,91,51.33709999999999
596,92,51.3819
596,93,51.4168
596,94,51.434599999999996
596,95,51.44909999999999
596,96,51.462599999999995
596,97,51.504999999999995
596,98,51.5072
596,99,51.5862
596,100,51.6417
634,1,47.0761
634,2,47.1717
634,3,47.2119
634,4,47.3142
634,5,47.3735
634,6,47.4384
634,7,47.5305
634,8,47.5848
634,9,47.6372
634,10,47.7228
634,11,47.77929999999999
634,12,47.864900000000006
634,13,47.9327
634,14,47.9698
634,15,48.0772
634,16,48.1314
634,17,48.218
634,18,48.2727
634,19,48.3201
634,20,48.3879
634,21,48.4627
634,22,48.482299999999995
634,23,48.5646
634,24,48.6165
634,25,48.6388
634,26,48.69199999999999
634,27,48.7414
634,28,48.8177
634,29,48.8408
634,30,48.8826
634,31,48.9006
634,32,48.9135
634,33,48.9731
634,34,49.066199999999995
634,35,49.0951
634,36,49.1023
634,37,49.1432
634,38,49.213499999999996
634,39,49.2581
634,40,49.3246
634,41,49.3202
634,42,49.3776
634,43,49.43090000000001
634,44,49.4979
634,45,49.544200000000004
634,46,49.60680000000001
634,47,49.64919999999999
634,48,49.72410000000001
634,49,49.799800000000005
634,50,49.88120000000001
634,51,49.89399999999999
634,52,49.9143
634,53,49.9532
634,54,49.9891
634,55,50.0462
634,56,50.0899
634,57,50.097699999999996
634,58,50.11489999999999
634,59,50.12089999999999
634,60,50.1661
634,61,50.1799
634,62,50.2417
634,63,50.2717
634,64,50.320499999999996
634,65,50.3625
634,66,50.3879
634,67,50.3982
634,68,50.43589999999999
634,69,50.4991
634,70,50.5138
634,71,50.58370000000001
634,72,50.64940000000001
634,73,50.658
634,74,50.6807
634,75,50.7765
634,76,50.8088
634,77,50.8549
634,78,50.9229
634,79,50.9299
634,80,50.944599999999994
634,81,51.0159
634,82,51.01819999999999
634,83,51.0599
634,84,51.110200000000006
634,85,51.1847
634,86,51.205200000000005
634,87,51.2427
634,88,51.31229999999999
634,89,51.389500000000005
634,90,51.4482
634,91,51.4638
634,92,51.4711
634,93,51.550099999999986
634,94,51.6139
634,95,51.682900000000004
634,96,51.7884
634,97,51.86149999999999
634,98,51.8771
634,99,51.890699999999995
634,100,51.9685
652,1,47.1049
652,2,47.1862
652,3,47.338
652,4,47.356899999999996
652,5,47.438599999999994
652,6,47.5364
652,7,47.6047
652,8,47.6625
652,9,47.7162
652,10,47.7742
652,11,47.8931
652,12,47.946200000000005
652,13,48.01039999999999
652,14,48.064499999999995
652,15,48.1101
652,16,48.151799999999994
652,17,48.1717
652,18,48.2599
652,19,48.3051
652,20,48.357200000000006
652,21,48.4153
652,22,48.4996
652,23,48.558400000000006
652,24,48.5643
652,25,48.6379
652,26,48.6764
652,27,48.69969999999999
652,28,48.7376
652,29,48.781600000000005
652,30,48.841
652,31,48.894499999999994
652,32,48.955200000000005
652,33,49.006299999999996
652,34,49.0782
652,35,49.1477
652,36,49.2102
652,37,49.2282
652,38,49.2761
652,39,49.343799999999995
652,40,49.3946
652,41,49.4128
652,42,49.418499999999995
652,43,49.484899999999996
652,44,49.5779
652,45,49.5902
652,46,49.629599999999996
652,47,49.6473
652,48,49.6626
652,49,49.759100000000004
652,50,49.816399999999994
652,51,49.840599999999995
652,52,49.9007
652,53,49.981700000000004
652,54,49.9873
652,55,50.050200000000004
652,56,50.098200000000006
652,57,50.122699999999995
652,58,50.14469999999999
652,59,50.196200000000005
652,60,50.23649999999999
652,61,50.2448
652,62,50.2718
652,63,50.342
652,64,50.398999999999994
652,65,50.4067
652,66,50.4696
652,67,50.5423
652,68,50.545700000000004
652,69,50.611
652,70,50.6639
652,71,50.683299999999996
652,72,50.686800000000005
652,73,50.72
652,74,50.8091
652,75,50.855399999999996
652,76,50.9075
652,77,50.9713
652,78,51.0323
652,79,51.050200000000004
652,80,51.06270000000001
652,81,51.141000000000005
652,82,51.20479999999999
652,83,51.25999999999999
652,84,51.3169
652,85,51.334199999999996
652,86,51.3892
652,87,51.417100000000005
652,88,51.4293
652,89,51.4457
652,90,51.5505
652,91,51.61500000000001
652,92,51.6871
652,93,51.714200000000005
652,94,51.7706
652,95,51.817
652,96,51.89439999999999
652,97,51.905
652,98,51.9678
652,99,51.9818
652,100,52.0484
689,1,47.158300000000004
689,2,47.2221
689,3,47.223800000000004
689,4,47.3293
689,5,47.4788
689,6,47.549099999999996
689,7,47.6272
689,8,47.6778
689,9,47.689899999999994
689,10,47.7282
689,11,47.7827
689,12,47.8752
689,13,47.9393
689,14,48.0271
689,15,48.0703
689,16,48.147
689,17,48.156
689,18,48.215599999999995
689,19,48.2606
689,20,48.2641
689,21,48.3341
689,22,48.357000000000006
689,23,48.361
689,24,48.373099999999994
689,25,48.442099999999996
689,26,48.489599999999996
689,27,48.5233
689,28,48.554100000000005
689,29,48.5797
689,30,48.6534
689,31,48.70700000000001
689,32,48.751400000000004
689,33,48.7957
689,34,48.8513
689,35,48.9165
689,36,48.95569999999999
689,37,49.0535
689,38,49.112399999999994
689,39,49.1546
689,40,49.202
689,41,49.2567
689,42,49.3049
689,43,49.3463
689,44,49.392399999999995
689,45,49.4396
689,46,49.501400000000004
689,47,49.5106
689,48,49.536100000000005
689,49,49.5522
689,50,49.64149999999999
689,51,49.6536
689,52,49.7543
689,53,49.756600000000006
689,54,49.8288
689,55,49.8695
689,56,49.911500000000004
689,57,49.9615
689,58,50.0116
689,59,50.05480000000001
689,60,50.084900000000005
689,61,50.1901
689,62,50.2588
689,63,50.293000000000006
689,64,50.3428
689,65,50.3511
689,66,50.32770000000001
689,67,50.364599999999996
689,68,50.3999
689,69,50.4019
689,70,50.43860000000001
689,71,50.485800000000005
689,72,50.5038
689,73,50.580000000000005
689,74,50.5933
689,75,50.607
689,76,50.6348
689,77,50.6373
689,78,50.7047
689,79,50.73010000000001
689,80,50.7991
689,81,50.8175
689,82,50.8403
689,83,50.8883
689,84,50.9755
689,85,50.983
689,86,50.999399999999994
689,87,51.05029999999999
689,88,51.093500000000006
689,89,51.0976
689,90,51.18310000000001
689,91,51.2195
689,92,51.2847
689,93,51.3292
689,94,51.379099999999994
689,95,51.4157
689,96,51.4386
689,97,51.499599999999994
689,98,51.5141
689,99,51.62639999999999
689,100,51.625600000000006
733,1,47.1219
733,2,47.18000000000001
733,3,47.2062
733,4,47.2978
733,5,47.3593
733,6,47.4112
733,7,47.5145
733,8,47.5753
733,9,47.6703
733,10,47.7589
733,11,47.8177
733,12,47.860600000000005
733,13,48.012299999999996
733,14,48.0961
733,15,48.1703
733,16,48.22539999999999
733,17,48.2737
733,18,48.3245
733,19,48.33409999999999
733,20,48.33539999999999
733,21,48.4274
733,22,48.5326
733,23,48.5357
733,24,48.557
733,25,48.6147
733,26,48.677099999999996
733,27,48.7488
733,28,48.8181
733,29,48.8886
733,30,48.90219999999999
733,31,48.950900000000004
733,32,49.045700000000004
733,33,49.0942
733,34,49.174600000000005
733,35,49.1845
733,36,49.223600000000005
733,37,49.2363
733,38,49.2979
733,39,49.3497
733,40,49.382400000000004
733,41,49.4143
733,42,49.4878
733,43,49.540600000000005
733,44,49.575300000000006
733,45,49.6585
733,46,49.75840000000001
733,47,49.7966
733,48,49.799299999999995
733,49,49.8111
733,50,49.8861
733,51,49.95389999999999
733,52,50.036100000000005
733,53,50.0935
733,54,50.095
733,55,50.1107
733,56,50.1496
733,57,50.1953
733,58,50.262100000000004
733,59,50.3039
733,60,50.3438
733,61,50.3913
733,62,50.4594
733,63,50.4657
733,64,50.539100000000005
733,65,50.5575
733,66,50.570499999999996
733,67,50.6224
733,68,50.6241
733,69,50.6395
733,70,50.647299999999994
733,71,50.663999999999994
733,72,50.7251
733,73,50.769099999999995
733,74,50.803200000000004
733,75,50.9107
733,76,50.9132
733,77,50.9481
733,78,50.9547
733,79,50.958499999999994
733,80,51.0206
733,81,51.0669
733,82,51.0901
733,83,51.150999999999996
733,84,51.1534
733,85,51.206
733,86,51.205799999999996
733,87,51.2228
733,88,51.3046
733,89,51.39120000000001
733,90,51.40180000000001
733,91,51.476299999999995
733,92,51.52250000000001
733,93,51.5476
733,94,51.55
733,95,51.55629999999999
733,96,51.639199999999995
733,97,51.652699999999996
733,98,51.6636
733,99,51.7201
733,100,51.8039
1065,1,47.15440000000001
1065,2,47.207300000000004
1065,3,47.2165
1065,4,47.3091
1065,5,47.352999999999994
1065,6,47.4216
1065,7,47.487399999999994
1065,8,47.5456
1065,9,47.6589
1065,10,47.7205
1065,11,47.8307
1065,12,47.8818
1065,13,47.92829999999999
1065,14,47.9684
1065,15,48.0798
1065,16,48.1304
1065,17,48.190799999999996
1065,18,48.2617
1065,19,48.275
1065,20,48.369
1065,21,48.4307
1065,22,48.505300000000005
1065,23,48.5897
1065,24,48.610699999999994
1065,25,48.6374
1065,26,48.70250000000001
1065,27,48.755300000000005
1065,28,48.8135
1065,29,48.902699999999996
1065,30,48.9668
1065,31,49.0201
1065,32,49.1066
1065,33,49.123900000000006
1065,34,49.1742
1065,35,49.2265
1065,36,49.3094
1065,37,49.3212
1065,38,49.394400000000005
1065,39,49.4318
1065,40,49.4862
1065,41,49.527699999999996
1065,42,49.6083
1065,43,49.6158
1065,44,49.71169999999999
1065,45,49.7268
1065,46,49.78959999999999
1065,47,49.8176
1065,48,49.8871
1065,49,49.8962
1065,50,49.947700000000005
1065,51,49.9995
1065,52,50.052099999999996
1065,53,50.0608
1065,54,50.127700000000004
1065,55,50.1456
1065,56,50.2171
1065,57,50.2653
1065,58,50.31360000000001
1065,59,50.4026
1065,60,50.4526
1065,61,50.5781
1065,62,50.62819999999999
1065,63,50.761300000000006
1065,64,50.8312
1065,65,50.8302
1065,66,50.85170000000001
1065,67,50.8542
1065,68,50.922200000000004
1065,69,50.989900000000006
1065,70,51.054500000000004
1065,71,51.1435
1065,72,51.1605
1065,73,51.2125
1065,74,51.21810000000001
1065,75,51.2463
1065,76,51.2564
1065,77,51.2759
