h3_id,indicator,value_baseline,value_optimized,delta
89a8100c5cfffff,U_urbanidade,1.88,1.8938439999999999,0.013843999999999967
89a8100c557ffff,S_saude,16.67,17.30683,0.6368299999999998
89a8100c557ffff,S_educacao,5.69,6.820155000000001,1.1301550000000002
89a8100c557ffff,S_abastecimento,8.9,8.9,0.0
89a8100c557ffff,S_lazer,44.04,44.04,0.0
89a8100c557ffff,S_servicos,47.41,47.518719,0.10871900000000068
89a8100c557ffff,I_seguranca,441.78,441.78,0.0
89a8100c557ffff,A_vegetacao,3.2,3.2,0.0
89a8100c557ffff,A_agua,0.03,0.03,0.0
89a8100c557ffff,C_conectividade,9.46,9.46,0.0
89a8100c557ffff,T_transporte,10.39,10.39,0.0
89a8100c557ffff,U_urbanidade,1.85,1.9133980000000002,0.06339800000000007
89a8100c547ffff,S_saude,12.73,12.980408,0.2504080000000002
89a8100c547ffff,S_educacao,3.85,4.577259,0.7272589999999997
89a8100c547ffff,S_abastecimento,9.83,9.83,0.0
89a8100c547ffff,S_lazer,31.63,31.63,0.0
89a8100c547ffff,S_servicos,28.19,28.19,0.0
89a8100c547ffff,I_seguranca,451.07,451.07,0.0
89a8100c547ffff,A_vegetacao,2.26,2.26,0.0
89a8100c547ffff,A_agua,0.07,0.07,0.0
89a8100c547ffff,C_conectividade,11.24,11.24,0.0
89a8100c547ffff,T_transporte,9.22,9.22,0.0
89a8100c547ffff,U_urbanidade,1.43,1.433198,0.003198000000000034
89a8100c57bffff,S_saude,9.39,9.391885,0.0018849999999996925
89a8100c57bffff,S_educacao,5.75,6.044305,0.2943049999999996
89a8100c57bffff,S_abastecimento,11.57,11.57,0.0
89a8100c57bffff,S_lazer,29.63,29.63,0.0
89a8100c57bffff,S_servicos,14.74,14.74,0.0
89a8100c57bffff,I_seguranca,433.39,433.39,0.0
89a8100c57bffff,A_vegetacao,1.51,1.51,0.0
89a8100c57bffff,A_agua,0.11,0.11,0.0
89a8100c57bffff,C_conectividade,11.44,11.44,0.0
89a8100c57bffff,T_transporte,6.9,6.9,0.0
89a8100c57bffff,U_urbanidade,1.86,2.100116,0.24011599999999977
89a8100c56bffff,S_saude,5.3,5.3,0.0
89a8100c56bffff,S_educacao,6.92,6.9605049999999995,0.04050499999999957
89a8100c56bffff,S_abastecimento,10.75,10.75,0.0
89a8100c56bffff,S_lazer,29.78,29.78,0.0
89a8100c56bffff,S_servicos,11.6,11.6,0.0
89a8100c56bffff,I_seguranca,332.51,332.51,0.0
89a8100c56bffff,A_vegetacao,2.21,2.21,0.0
89a8100c56bffff,A_agua,0.06,0.06,0.0
89a8100c56bffff,C_conectividade,8.22,8.22,0.0
89a8100c56bffff,T_transporte,4.58,4.58,0.0
89a8100c56bffff,U_urbanidade,2.5,4.359378,1.8593780000000004
89a8100c56fffff,S_saude,6.53,6.53,0.0
89a8100c56fffff,S_educacao,6.39,6.4899189999999995,0.09991899999999987
89a8100c56fffff,S_abastecimento,11.86,11.86,0.0
89a8100c56fffff,S_lazer,34.77,34.77,0.0
89a8100c56fffff,S_servicos,9.79,9.79,0.0
89a8100c56fffff,I_seguranca,344.16,344.16,0.0
89a8100c56fffff,A_vegetacao,2.52,2.52,0.0
89a8100c56fffff,A_agua,0.14,0.14,0.0
89a8100c56fffff,C_conectividade,8.27,8.27,0.0
89a8100c56fffff,T_transporte,3.06,3.06,0.0
89a8100c56fffff,U_urbanidade,2.27,2.758549,0.4885489999999999
89a8100c19bffff,S_saude,6.69,6.69,0.0
89a8100c19bffff,S_educacao,3.55,4.3457859999999995,0.7957859999999997
89a8100c19bffff,S_abastecimento,8.58,8.58,0.0
89a8100c19bffff,S_lazer,22.45,22.45,0.0
89a8100c19bffff,S_servicos,12.37,12.37,0.0
89a8100c19bffff,I_seguranca,258.92,258.92,0.0
89a8100c19bffff,A_vegetacao,4.82,4.82,0.0
89a8100c19bffff,A_agua,0.01,0.01,0.0
89a8100c19bffff,C_conectividade,7.35,7.35,0.0
89a8100c19bffff,T_transporte,2.97,2.97,0.0
89a8100c19bffff,U_urbanidade,0.98,1.329554,0.3495539999999999
89a8100c183ffff,S_saude,11.82,11.82,0.0
89a8100c183ffff,S_educacao,3.19,3.5901899999999998,0.4001899999999998
89a8100c183ffff,S_abastecimento,14.94,14.94,0.0
89a8100c183ffff,S_lazer,37.34,37.34,0.0
89a8100c183ffff,S_servicos,25.66,25.66,0.0
89a8100c183ffff,I_seguranca,257.41,257.41,0.0
89a8100c183ffff,A_vegetacao,4.89,4.89,0.0
89a8100c183ffff,A_agua,0.0,0.0,0.0
89a8100c183ffff,C_conectividade,6.71,6.71,0.0
89a8100c183ffff,T_transporte,6.43,6.43,0.0
89a8100c183ffff,U_urbanidade,0.32,0.6726920000000001,0.35269200000000006
89a8100c187ffff,S_saude,15.87,15.87,0.0
89a8100c187ffff,S_educacao,6.7,6.924256,0.22425599999999957
89a8100c187ffff,S_abastecimento,21.34,21.34,0.0
89a8100c187ffff,S_lazer,75.23,75.23,0.0
89a8100c187ffff,S_servicos,39.86,39.86,0.0
89a8100c187ffff,I_seguranca,314.57,314.57,0.0
89a8100c187ffff,A_vegetacao,3.48,3.48,0.0
89a8100c187ffff,A_agua,0.0,0.0,0.0
89a8100c187ffff,C_conectividade,8.8,8.8,0.0
89a8100c187ffff,T_transporte,12.98,12.98,0.0
89a8100c187ffff,U_urbanidade,0.03,2.660853,2.630853
89a8100ea4bffff,S_saude,21.37,21.37,0.0
89a8100ea4bffff,S_educacao,9.68,9.68,0.0
89a8100ea4bffff,S_abastecimento,25.39,25.39,0.0
89a8100ea4bffff,S_lazer,125.07,125.07,0.0
89a8100ea4bffff,S_servicos,61.06,61.06,0.0
89a8100ea4bffff,I_seguranca,484.97,484.97,0.0
89a8100ea4bffff,A_vegetacao,2.49,2.49,0.0
89a8100ea4bffff,A_agua,0.0,0.0,0.0
89a8100ea4bffff,C_conectividade,11.89,11.89,0.0
89a8100ea4bffff,T_transporte,22.84,22.84,0.0
89a8100ea4bffff,U_urbanidade,0.63,5.859324,5.229324
89a8100ea43ffff,S_saude,16.14,16.14,0.0
89a8100ea43ffff,S_educacao,7.35,7.35,0.0
89a8100ea43ffff,S_abastecimento,19.66,19.66,0.0
89a8100ea43ffff,S_lazer,110.86,110.86,0.0
89a8100ea43ffff,S_servicos,48.75,48.75,0.0
89a8100ea43ffff,I_seguranca,423.46,423.46,0.0
89a8100ea43ffff,A_vegetacao,1.85,1.85,0.0
89a8100ea43ffff,A_agua,0.0,0.0,0.0
89a8100ea43ffff,C_conectividade,10.54,10.54,0.0
89a8100ea43ffff,T_transporte,23.62,23.62,0.0
89a8100ea43ffff,U_urbanidade,1.21,8.468854,7.258854
89a8100ea57ffff,S_saude,12.71,12.71,0.0
89a8100ea57ffff,S_educacao,3.81,3.894011,0.08401099999999984
89a8100ea57ffff,S_abastecimento,17.68,17.696359,0.016359000000001345
89a8100ea57ffff,S_lazer,87.77,87.77,0.0
89a8100ea57ffff,S_servicos,29.61,29.61,0.0
89a8100ea57ffff,I_seguranca,375.5,375.5,0.0
89a8100ea57ffff,A_vegetacao,1.29,1.29,0.0
89a8100ea57ffff,A_agua,0.0,0.0,0.0
89a8100ea57ffff,C_conectividade,9.19,9.19,0.0
89a8100ea57ffff,T_transporte,25.99,25.99,0.0
89a8100ea57ffff,U_urbanidade,1.43,8.072788000000001,6.642788000000001
89a8100ea1bffff,S_saude,9.89,9.89,0.0
89a8100ea1bffff,S_educacao,1.14,2.244693,1.104693
89a8100ea1bffff,S_abastecimento,17.33,17.456598,0.12659800000000132
89a8100ea1bffff,S_lazer,65.75,65.75,0.0
89a8100ea1bffff,S_servicos,24.2,24.2,0.0
89a8100ea1bffff,I_seguranca,292.63,292.63,0.0
89a8100ea1bffff,A_vegetacao,0.82,0.82,0.0
89a8100ea1bffff,A_agua,0.0,0.0,0.0
89a8100ea1bffff,C_conectividade,8.64,8.64,0.0
89a8100ea1bffff,T_transporte,23.93,23.93,0.0
89a8100ea1bffff,U_urbanidade,1.7,7.412982,5.712982
89a8100eac7ffff,S_saude,9.14,9.14,0.0
89a8100eac7ffff,S_educacao,0.18,1.5487719999999998,1.3687719999999999
89a8100eac7ffff,S_abastecimento,14.28,14.716548999999999,0.4365489999999994
89a8100eac7ffff,S_lazer,55.28,55.28,0.0
89a8100eac7ffff,S_servicos,28.31,28.31,0.0
89a8100eac7ffff,I_seguranca,243.55,243.55,0.0
89a8100eac7ffff,A_vegetacao,0.86,0.86,0.0
89a8100eac7ffff,A_agua,0.0,0.0,0.0
89a8100eac7ffff,C_conectividade,8.64,8.64,0.0
89a8100eac7ffff,T_transporte,20.71,20.71,0.0
89a8100eac7ffff,U_urbanidade,2.7,6.279578000000001,3.5795780000000006
89a8100ead7ffff,S_saude,11.3,11.3,0.0
89a8100ead7ffff,S_educacao,0.05,0.95965,0.90965
89a8100ead7ffff,S_abastecimento,11.31,12.597584000000001,1.2875840000000007
89a8100ead7ffff,S_lazer,55.15,55.15,0.0
89a8100ead7ffff,S_servicos,32.64,33.034696000000004,0.39469600000000327
89a8100ead7ffff,I_seguranca,297.02,297.02,0.0
89a8100ead7ffff,A_vegetacao,1.02,1.02,0.0
89a8100ead7ffff,A_agua,0.0,0.0,0.0
89a8100ead7ffff,C_conectividade,10.66,10.66,0.0
89a8100ead7ffff,T_transporte,20.03,20.03,0.0
89a8100ead7ffff,U_urbanidade,2.56,5.063736,2.5037359999999995
89a8100ee6fffff,S_saude,6.74,6.74,0.0
89a8100ee6fffff,S_educacao,0.0,0.295674,0.295674
89a8100ee6fffff,S_abastecimento,2.71,3.319549,0.6095489999999999
89a8100ee6fffff,S_lazer,14.03,14.03,0.0
89a8100ee6fffff,S_servicos,13.81,14.808876,0.9988759999999992
89a8100ee6fffff,I_seguranca,279.99,279.99,0.0
89a8100ee6fffff,A_vegetacao,1.22,1.22,0.0
89a8100ee6fffff,A_agua,0.0,0.0,0.0
89a8100ee6fffff,C_conectividade,10.94,10.94,0.0
89a8100ee6fffff,T_transporte,7.9,7.9,0.0
89a8100ee6fffff,U_urbanidade,0.32,2.746928,2.426928
89a8100ee63ffff,S_saude,10.4,10.4,0.0
89a8100ee63ffff,S_educacao,0.12,0.38389599999999996,0.26389599999999996
89a8100ee63ffff,S_abastecimento,1.03,1.240535,0.21053499999999992
89a8100ee63ffff,S_lazer,6.99,6.99,0.0
89a8100ee63ffff,S_servicos,10.33,11.045858,0.7158580000000008
89a8100ee63ffff,I_seguranca,338.43,338.43,0.0
89a8100ee63ffff,A_vegetacao,1.22,1.22,0.0
89a8100ee63ffff,A_agua,0.0,0.0,0.0
89a8100ee63ffff,C_conectividade,12.84,12.84,0.0
89a8100ee63ffff,T_transporte,6.03,6.03,0.0
89a8100ee63ffff,U_urbanidade,0.0,2.542655,2.542655
89a8100ee7bffff,S_saude,11.58,11.58,0.0
89a8100ee7bffff,S_educacao,0.58,0.828823,0.24882300000000002
89a8100ee7bffff,S_abastecimento,0.17,0.17,0.0
89a8100ee7bffff,S_lazer,3.69,3.69,0.0
89a8100ee7bffff,S_servicos,7.71,8.008867,0.29886700000000044
89a8100ee7bffff,I_seguranca,341.07,341.07,0.0
89a8100ee7bffff,A_vegetacao,1.88,1.88,0.0
89a8100ee7bffff,A_agua,0.02,0.02,0.0
89a8100ee7bffff,C_conectividade,10.28,10.28,0.0
89a8100ee7bffff,T_transporte,3.88,3.88,0.0
89a8100ee7bffff,U_urbanidade,0.0,1.9444039999999998,1.9444039999999998
89a8100ee4fffff,S_saude,12.13,12.13,0.0
89a8100ee4fffff,S_educacao,0.91,1.4629590000000001,0.5529590000000001
89a8100ee4fffff,S_abastecimento,0.97,0.97,0.0
89a8100ee4fffff,S_lazer,8.53,8.53,0.0
89a8100ee4fffff,S_servicos,12.36,12.429838,0.06983800000000073
89a8100ee4fffff,I_seguranca,430.47,430.47,0.0
89a8100ee4fffff,A_vegetacao,3.24,3.24,0.0
89a8100ee4fffff,A_agua,0.17,0.17,0.0
89a8100ee4fffff,C_conectividade,11.71,11.71,0.0
89a8100ee4fffff,T_transporte,5.82,5.82,0.0
89a8100ee4fffff,U_urbanidade,0.07,1.780016,1.710016
89a8100ee4bffff,S_saude,7.77,7.77,0.0
89a8100ee4bffff,S_educacao,0.67,1.461941,0.7919409999999999
89a8100ee4bffff,S_abastecimento,2.47,2.47,0.0
89a8100ee4bffff,S_lazer,10.67,10.67,0.0
89a8100ee4bffff,S_servicos,13.42,13.42,0.0
89a8100ee4bffff,I_seguranca,404.83,404.83,0.0
89a8100ee4bffff,A_vegetacao,8.15,8.15,0.0
89a8100ee4bffff,A_agua,1.11,1.11,0.0
89a8100ee4bffff,C_conectividade,11.28,11.28,0.0
89a8100ee4bffff,T_transporte,5.1,5.1,0.0
89a8100ee4bffff,U_urbanidade,0.52,3.375253,2.855253
89a8100c597ffff,S_saude,3.78,3.78,0.0
89a8100c597ffff,S_educacao,0.78,1.895022,1.115022
89a8100c597ffff,S_abastecimento,3.3,3.3,0.0
89a8100c597ffff,S_lazer,10.78,10.78,0.0
89a8100c597ffff,S_servicos,12.76,12.841564,0.08156400000000019
89a8100c597ffff,I_seguranca,295.03,295.03,0.0
89a8100c597ffff,A_vegetacao,11.98,11.98,0.0
89a8100c597ffff,A_agua,1.56,1.56,0.0
89a8100c597ffff,C_conectividade,9.52,9.52,0.0
89a8100c597ffff,T_transporte,4.66,4.66,0.0
89a8100c597ffff,U_urbanidade,0.51,5.467305,4.957305
89a8100c593ffff,S_saude,1.67,1.67,0.0
89a8100c593ffff,S_educacao,1.62,2.303767,0.683767
89a8100c593ffff,S_abastecimento,3.48,3.48,0.0
89a8100c593ffff,S_lazer,7.28,7.28,0.0
89a8100c593ffff,S_servicos,9.61,9.891613999999999,0.28161399999999936
89a8100c593ffff,I_seguranca,225.11,225.11,0.0
89a8100c593ffff,A_vegetacao,13.39,13.39,0.0
89a8100c593ffff,A_agua,1.72,1.72,0.0
89a8100c593ffff,C_conectividade,9.78,9.78,0.0
89a8100c593ffff,T_transporte,3.54,3.54,0.0
89a8100c593ffff,U_urbanidade,0.07,6.045274,5.975274
89a8100c59bffff,S_saude,2.69,2.877993,0.18799300000000008
89a8100c59bffff,S_educacao,2.61,3.28178,0.67178
89a8100c59bffff,S_abastecimento,6.4,6.4,0.0
89a8100c59bffff,S_lazer,12.02,12.02,0.0
89a8100c59bffff,S_servicos,9.6,10.625375,1.0253750000000004
89a8100c59bffff,I_seguranca,230.43,230.43,0.0
89a8100c59bffff,A_vegetacao,4.61,4.61,0.0
89a8100c59bffff,A_agua,0.22,0.22,0.0
89a8100c59bffff,C_conectividade,9.73,9.73,0.0
89a8100c59bffff,T_transporte,3.37,3.37,0.0
89a8100c59bffff,U_urbanidade,0.0,4.61198,4.61198
89a8100c5d7ffff,S_saude,6.37,6.682285,0.31228500000000015
89a8100c5d7ffff,S_educacao,3.45,4.054538,0.6045379999999998
89a8100c5d7ffff,S_abastecimento,8.47,8.47,0.0
89a8100c5d7ffff,S_lazer,19.03,19.03,0.0
89a8100c5d7ffff,S_servicos,12.64,14.41369,1.7736900000000002
89a8100c5d7ffff,I_seguranca,324.29,324.29,0.0
89a8100c5d7ffff,A_vegetacao,3.07,3.07,0.0
89a8100c5d7ffff,A_agua,0.09,0.09,0.0
89a8100c5d7ffff,C_conectividade,10.13,10.13,0.0
89a8100c5d7ffff,T_transporte,3.98,3.98,0.0
89a8100c5d7ffff,U_urbanidade,0.0,1.814905,1.814905
89a8100c5c3ffff,S_saude,17.65,17.899475,0.24947500000000034
89a8100c5c3ffff,S_educacao,6.77,6.997735,0.22773500000000002
89a8100c5c3ffff,S_abastecimento,12.9,12.9,0.0
89a8100c5c3ffff,S_lazer,43.96,43.96,0.0
89a8100c5c3ffff,S_servicos,36.7,38.116052,1.4160520000000005
89a8100c5c3ffff,I_seguranca,499.74,499.74,0.0
89a8100c5c3ffff,A_vegetacao,2.94,2.94,0.0
89a8100c5c3ffff,A_agua,0.01,0.01,0.0
89a8100c5c3ffff,C_conectividade,12.55,12.55,0.0
89a8100c5c3ffff,T_transporte,8.56,8.56,0.0
89a8100c5c3ffff,U_urbanidade,1.04,1.042148,0.0021480000000000388
89a8100c5cbffff,S_saude,16.32,16.864151,0.5441509999999994
89a8100c5cbffff,S_educacao,8.23,8.52401,0.2940100000000001
89a8100c5cbffff,S_abastecimento,9.56,9.56,0.0
89a8100c5cbffff,S_lazer,40.68,40.68,0.0
89a8100c5cbffff,S_servicos,39.6,40.099764,0.499763999999999
89a8100c5cbffff,I_seguranca,503.86,503.86,0.0
89a8100c5cbffff,A_vegetacao,3.67,3.67,0.0
89a8100c5cbffff,A_agua,0.0,0.0,0.0
89a8100c5cbffff,C_conectividade,10.9,10.9,0.0
89a8100c5cbffff,T_transporte,6.85,6.85,0.0
89a8100c5cbffff,U_urbanidade,2.63,2.63,0.0
89a8100c553ffff,S_saude,5.44,6.447139,1.0071389999999996
89a8100c553ffff,S_educacao,1.8,2.116844,0.3168439999999999
89a8100c553ffff,S_abastecimento,2.43,2.43,0.0
89a8100c553ffff,S_lazer,11.16,11.16,0.0
89a8100c553ffff,S_servicos,13.53,13.589969,0.059969000000000605
89a8100c553ffff,I_seguranca,310.89,310.89,0.0
89a8100c553ffff,A_vegetacao,4.41,4.41,0.0
89a8100c553ffff,A_agua,0.0,0.0,0.0
89a8100c553ffff,C_conectividade,7.05,7.05,0.0
89a8100c553ffff,T_transporte,1.64,1.64,0.0
89a8100c553ffff,U_urbanidade,1.07,1.07,0.0
89a8100c543ffff,S_saude,3.2,3.843082,0.6430819999999997
89a8100c543ffff,S_educacao,0.2,0.438705,0.238705
89a8100c543ffff,S_abastecimento,1.51,1.51,0.0
89a8100c543ffff,S_lazer,3.45,3.45,0.0
89a8100c543ffff,S_servicos,3.08,3.08,0.0
89a8100c543ffff,I_seguranca,152.74,152.74,0.0
89a8100c543ffff,A_vegetacao,4.08,4.08,0.0
89a8100c543ffff,A_agua,0.0,0.0,0.0
89a8100c543ffff,C_conectividade,4.45,4.45,0.0
89a8100c543ffff,T_transporte,1.11,1.11,0.0
89a8100c543ffff,U_urbanidade,0.07,0.07,0.0
89a8100c54fffff,S_saude,6.54,6.584569,0.04456900000000008
89a8100c54fffff,S_educacao,3.39,3.5245830000000002,0.13458300000000012
89a8100c54fffff,S_abastecimento,4.74,4.74,0.0
89a8100c54fffff,S_lazer,11.61,11.61,0.0
89a8100c54fffff,S_servicos,8.13,8.13,0.0
89a8100c54fffff,I_seguranca,265.4,265.4,0.0
89a8100c54fffff,A_vegetacao,1.99,1.99,0.0
89a8100c54fffff,A_agua,0.01,0.01,0.0
89a8100c54fffff,C_conectividade,8.4,8.4,0.0
89a8100c54fffff,T_transporte,2.95,2.95,0.0
89a8100c54fffff,U_urbanidade,0.16,0.33800399999999997,0.17800399999999997
89a8100c0b7ffff,S_saude,8.73,8.780687,0.05068699999999993
89a8100c0b7ffff,S_educacao,7.61,7.659352,0.04935199999999984
89a8100c0b7ffff,S_abastecimento,8.79,8.79,0.0
89a8100c0b7ffff,S_lazer,23.58,23.58,0.0
89a8100c0b7ffff,S_servicos,14.54,14.54,0.0
89a8100c0b7ffff,I_seguranca,367.51,367.51,0.0
89a8100c0b7ffff,A_vegetacao,1.46,1.46,0.0
89a8100c0b7ffff,A_agua,0.03,0.03,0.0
89a8100c0b7ffff,C_conectividade,11.25,11.25,0.0
89a8100c0b7ffff,T_transporte,4.77,4.77,0.0
89a8100c0b7ffff,U_urbanidade,1.3,2.9730290000000004,1.6730290000000003
89a8100c0a7ffff,S_saude,8.63,8.63,0.0
89a8100c0a7ffff,S_educacao,10.99,10.99,0.0
89a8100c0a7ffff,S_abastecimento,14.39,14.39,0.0
89a8100c0a7ffff,S_lazer,34.09,34.09,0.0
89a8100c0a7ffff,S_servicos,18.4,18.4,0.0
89a8100c0a7ffff,I_seguranca,409.79,409.79,0.0
89a8100c0a7ffff,A_vegetacao,2.41,2.41,0.0
89a8100c0a7ffff,A_agua,0.0,0.0,0.0
89a8100c0a7ffff,C_conectividade,11.65,11.65,0.0
89a8100c0a7ffff,T_transporte,6.28,6.28,0.0
89a8100c0a7ffff,U_urbanidade,3.37,6.993992,3.6239920000000003
89a8100c1d3ffff,S_saude,7.37,7.37,0.0
89a8100c1d3ffff,S_educacao,9.1,9.1,0.0
89a8100c1d3ffff,S_abastecimento,14.9,14.9,0.0
89a8100c1d3ffff,S_lazer,39.21,39.21,0.0
89a8100c1d3ffff,S_servicos,14.42,14.42,0.0
89a8100c1d3ffff,I_seguranca,424.95,424.95,0.0
89a8100c1d3ffff,A_vegetacao,2.9,2.9,0.0
89a8100c1d3ffff,A_agua,0.04,0.04,0.0
89a8100c1d3ffff,C_conectividade,10.0,10.0,0.0
89a8100c1d3ffff,T_transporte,4.91,4.91,0.0
89a8100c1d3ffff,U_urbanidade,3.62,6.193178,2.5731779999999995
89a8100c1d7ffff,S_saude,7.84,7.84,0.0
89a8100c1d7ffff,S_educacao,5.65,5.868941,0.21894100000000005
89a8100c1d7ffff,S_abastecimento,13.45,13.45,0.0
89a8100c1d7ffff,S_lazer,35.75,35.75,0.0
89a8100c1d7ffff,S_servicos,13.69,13.69,0.0
89a8100c1d7ffff,I_seguranca,391.47,391.47,0.0
89a8100c1d7ffff,A_vegetacao,3.69,3.69,0.0
89a8100c1d7ffff,A_agua,0.04,0.04,0.0
89a8100c1d7ffff,C_conectividade,9.58,9.58,0.0
89a8100c1d7ffff,T_transporte,3.53,3.53,0.0
89a8100c1d7ffff,U_urbanidade,2.55,3.828581,1.278581
89a8100c18bffff,S_saude,8.86,8.86,0.0
89a8100c18bffff,S_educacao,2.8,3.398246,0.598246
89a8100c18bffff,S_abastecimento,12.19,12.19,0.0
89a8100c18bffff,S_lazer,27.11,27.11,0.0
89a8100c18bffff,S_servicos,16.65,16.65,0.0
89a8100c18bffff,I_seguranca,266.39,266.39,0.0
89a8100c18bffff,A_vegetacao,5.71,5.71,0.0
89a8100c18bffff,A_agua,0.0,0.0,0.0
89a8100c18bffff,C_conectividade,7.3,7.3,0.0
89a8100c18bffff,T_transporte,5.01,5.01,0.0
89a8100c18bffff,U_urbanidade,0.82,0.907851,0.08785100000000001
89a8100c18fffff,S_saude,12.58,12.58,0.0
89a8100c18fffff,S_educacao,5.56,6.544694,0.9846940000000002
89a8100c18fffff,S_abastecimento,17.2,17.2,0.0
89a8100c18fffff,S_lazer,40.25,40.393478,0.14347800000000177
89a8100c18fffff,S_servicos,29.78,29.78,0.0
89a8100c18fffff,I_seguranca,239.85,239.85,0.0
89a8100c18fffff,A_vegetacao,5.83,5.83,0.0
89a8100c18fffff,A_agua,0.01,0.01,0.0
89a8100c18fffff,C_conectividade,7.76,7.76,0.0
89a8100c18fffff,T_transporte,10.08,10.08,0.0
89a8100c18fffff,U_urbanidade,0.19,1.3686429999999998,1.1786429999999999
89a8100c1bbffff,S_saude,4.69,4.69,0.0
89a8100c1bbffff,S_educacao,3.62,3.777146,0.157146
89a8100c1bbffff,S_abastecimento,6.68,6.68,0.0
89a8100c1bbffff,S_lazer,22.11,22.258454,0.14845400000000097
89a8100c1bbffff,S_servicos,13.92,13.92,0.0
89a8100c1bbffff,I_seguranca,144.84,144.84,0.0
89a8100c1bbffff,A_vegetacao,3.73,3.73,0.0
89a8100c1bbffff,A_agua,0.01,0.01,0.0
89a8100c1bbffff,C_conectividade,5.05,5.05,0.0
89a8100c1bbffff,T_transporte,4.63,4.63,0.0
89a8100c1bbffff,U_urbanidade,0.01,2.420854,2.410854
89a8100c1b3ffff,S_saude,10.14,10.14,0.0
89a8100c1b3ffff,S_educacao,4.81,4.810480999999999,0.00048099999999973164
89a8100c1b3ffff,S_abastecimento,9.77,9.77,0.0
89a8100c1b3ffff,S_lazer,42.5,42.83608,0.3360800000000026
89a8100c1b3ffff,S_servicos,23.85,23.85,0.0
89a8100c1b3ffff,I_seguranca,212.9,212.9,0.0
89a8100c1b3ffff,A_vegetacao,2.16,2.16,0.0
89a8100c1b3ffff,A_agua,0.0,0.0,0.0
89a8100c1b3ffff,C_conectividade,7.19,7.19,0.0
89a8100c1b3ffff,T_transporte,7.01,7.01,0.0
89a8100c1b3ffff,U_urbanidade,0.24,5.064837000000001,4.8248370000000005
89a8100ea4fffff,S_saude,9.4,9.4,0.0
89a8100ea4fffff,S_educacao,3.38,3.38,0.0
89a8100ea4fffff,S_abastecimento,8.82,8.82,0.0
89a8100ea4fffff,S_lazer,49.8,49.823502999999995,0.023502999999998053
89a8100ea4fffff,S_servicos,25.94,25.94,0.0
89a8100ea4fffff,I_seguranca,223.22,223.22,0.0
89a8100ea4fffff,A_vegetacao,1.78,1.78,0.0
89a8100ea4fffff,A_agua,0.0,0.0,0.0
89a8100ea4fffff,C_conectividade,7.51,7.51,0.0
89a8100ea4fffff,T_transporte,9.2,9.2,0.0
89a8100ea4fffff,U_urbanidade,1.23,6.961001000000001,5.731001000000001
89a8100ea47ffff,S_saude,3.59,3.59,0.0
89a8100ea47ffff,S_educacao,1.85,2.104196,0.25419599999999987
89a8100ea47ffff,S_abastecimento,2.67,2.67,0.0
89a8100ea47ffff,S_lazer,14.61,14.61,0.0
89a8100ea47ffff,S_servicos,12.08,12.08,0.0
89a8100ea47ffff,I_seguranca,124.8,124.8,0.0
89a8100ea47ffff,A_vegetacao,2.46,2.46,0.0
89a8100ea47ffff,A_agua,0.0,0.0,0.0
89a8100ea47ffff,C_conectividade,6.67,6.67,0.0
89a8100ea47ffff,T_transporte,3.76,3.76,0.0
89a8100ea47ffff,U_urbanidade,2.4,6.972511000000001,4.572511
89a8100ea0bffff,S_saude,4.7,4.7,0.0
89a8100ea0bffff,S_educacao,3.93,4.4339580000000005,0.5039580000000004
89a8100ea0bffff,S_abastecimento,2.77,2.77,0.0
89a8100ea0bffff,S_lazer,11.86,11.86,0.0
89a8100ea0bffff,S_servicos,9.72,9.72,0.0
89a8100ea0bffff,I_seguranca,167.24,167.24,0.0
89a8100ea0bffff,A_vegetacao,2.22,2.22,0.0
89a8100ea0bffff,A_agua,0.0,0.0,0.0
89a8100ea0bffff,C_conectividade,7.87,7.87,0.0
89a8100ea0bffff,T_transporte,4.25,4.25,0.0
89a8100ea0bffff,U_urbanidade,1.21,4.279898000000001,3.069898000000001
89a8100ea03ffff,S_saude,5.15,5.15,0.0
89a8100ea03ffff,S_educacao,5.04,5.566155,0.5261550000000002
89a8100ea03ffff,S_abastecimento,2.91,2.91,0.0
89a8100ea03ffff,S_lazer,7.9,7.9,0.0
89a8100ea03ffff,S_servicos,7.69,7.69,0.0
89a8100ea03ffff,I_seguranca,100.95,100.95,0.0
89a8100ea03ffff,A_vegetacao,1.69,1.69,0.0
89a8100ea03ffff,A_agua,0.0,0.0,0.0
89a8100ea03ffff,C_conectividade,4.09,4.09,0.0
89a8100ea03ffff,T_transporte,4.23,4.23,0.0
89a8100ea03ffff,U_urbanidade,0.0,0.401117,0.401117
89a8100ea13ffff,S_saude,8.01,8.01,0.0
89a8100ea13ffff,S_educacao,0.11,2.437245,2.327245
89a8100ea13ffff,S_abastecimento,17.02,17.22159,0.2015899999999995
89a8100ea13ffff,S_lazer,51.22,51.22,0.0
89a8100ea13ffff,S_servicos,25.77,25.77,0.0
89a8100ea13ffff,I_seguranca,239.29,239.29,0.0
89a8100ea13ffff,A_vegetacao,0.8,0.8,0.0
89a8100ea13ffff,A_agua,0.0,0.0,0.0
89a8100ea13ffff,C_conectividade,8.67,8.67,0.0
89a8100ea13ffff,T_transporte,21.29,21.29,0.0
89a8100ea13ffff,U_urbanidade,2.3,6.916924,4.616924
89a8100ea8bffff,S_saude,5.74,5.74,0.0
89a8100ea8bffff,S_educacao,0.01,1.499727,1.489727
