h3_id,indicator,value_baseline,value_optimized,delta
89a8100ea8bffff,S_abastecimento,12.34,12.577852,0.23785200000000017
89a8100ea8bffff,S_lazer,38.95,38.95,0.0
89a8100ea8bffff,S_servicos,22.2,22.201684,0.001684000000000907
89a8100ea8bffff,I_seguranca,207.84,207.84,0.0
89a8100ea8bffff,A_vegetacao,0.93,0.93,0.0
89a8100ea8bffff,A_agua,0.0,0.0,0.0
89a8100ea8bffff,C_conectividade,8.34,8.34,0.0
89a8100ea8bffff,T_transporte,16.77,16.77,0.0
89a8100ea8bffff,U_urbanidade,2.19,5.1078030000000005,2.9178030000000006
89a8100ea9bffff,S_saude,4.04,4.04,0.0
89a8100ea9bffff,S_educacao,0.0,0.977445,0.977445
89a8100ea9bffff,S_abastecimento,4.48,5.84112,1.3611199999999997
89a8100ea9bffff,S_lazer,18.57,18.57,0.0
89a8100ea9bffff,S_servicos,15.69,16.322434,0.6324340000000017
89a8100ea9bffff,I_seguranca,169.62,169.62,0.0
89a8100ea9bffff,A_vegetacao,1.1,1.1,0.0
89a8100ea9bffff,A_agua,0.0,0.0,0.0
89a8100ea9bffff,C_conectividade,8.56,8.56,0.0
89a8100ea9bffff,T_transporte,8.1,8.1,0.0
89a8100ea9bffff,U_urbanidade,1.31,3.929346,2.6193459999999997
89a8100ee67ffff,S_saude,4.64,4.64,0.0
89a8100ee67ffff,S_educacao,0.0,0.834907,0.834907
89a8100ee67ffff,S_abastecimento,1.41,2.2826779999999998,0.8726779999999998
89a8100ee67ffff,S_lazer,6.4,6.4,0.0
89a8100ee67ffff,S_servicos,8.87,9.676912,0.8069120000000005
89a8100ee67ffff,I_seguranca,193.23,193.23,0.0
89a8100ee67ffff,A_vegetacao,1.14,1.14,0.0
89a8100ee67ffff,A_agua,0.0,0.0,0.0
89a8100ee67ffff,C_conectividade,10.04,10.04,0.0
89a8100ee67ffff,T_transporte,4.65,4.65,0.0
89a8100ee67ffff,U_urbanidade,0.15,3.144431,2.994431
89a8100ee77ffff,S_saude,3.89,3.89,0.0
89a8100ee77ffff,S_educacao,0.22,0.861202,0.641202
89a8100ee77ffff,S_abastecimento,0.21,0.45030499999999996,0.24030499999999996
89a8100ee77ffff,S_lazer,1.53,1.53,0.0
89a8100ee77ffff,S_servicos,4.27,4.743974,0.4739740000000001
89a8100ee77ffff,I_seguranca,150.7,150.7,0.0
89a8100ee77ffff,A_vegetacao,0.99,0.99,0.0
89a8100ee77ffff,A_agua,0.0,0.0,0.0
89a8100ee77ffff,C_conectividade,9.16,9.16,0.0
89a8100ee77ffff,T_transporte,2.6,2.6,0.0
89a8100ee77ffff,U_urbanidade,0.0,1.966333,1.966333
89a8100ee73ffff,S_saude,9.54,9.54,0.0
89a8100ee73ffff,S_educacao,0.89,0.949294,0.05929399999999996
89a8100ee73ffff,S_abastecimento,0.04,0.041976,0.0019759999999999986
89a8100ee73ffff,S_lazer,1.54,1.54,0.0
89a8100ee73ffff,S_servicos,5.28,5.529098,0.24909800000000004
89a8100ee73ffff,I_seguranca,299.17,299.17,0.0
89a8100ee73ffff,A_vegetacao,1.46,1.46,0.0
89a8100ee73ffff,A_agua,0.05,0.05,0.0
89a8100ee73ffff,C_conectividade,10.9,10.9,0.0
89a8100ee73ffff,T_transporte,3.84,3.840398,0.0003980000000001205
89a8100ee73ffff,U_urbanidade,0.0,2.0027559999999998,2.0027559999999998
89a8100ee47ffff,S_saude,12.04,12.04,0.0
89a8100ee47ffff,S_educacao,0.93,1.1348420000000001,0.20484200000000008
89a8100ee47ffff,S_abastecimento,0.21,0.21,0.0
89a8100ee47ffff,S_lazer,3.47,3.47,0.0
89a8100ee47ffff,S_servicos,9.1,9.123441,0.023441000000000045
89a8100ee47ffff,I_seguranca,406.0,406.0,0.0
89a8100ee47ffff,A_vegetacao,5.22,5.22,0.0
89a8100ee47ffff,A_agua,0.72,0.72,0.0
89a8100ee47ffff,C_conectividade,12.25,12.25,0.0
89a8100ee47ffff,T_transporte,5.35,5.35,0.0
89a8100ee47ffff,U_urbanidade,0.36,2.4793730000000003,2.1193730000000004
89a8100ee43ffff,S_saude,9.98,9.98,0.0
89a8100ee43ffff,S_educacao,0.28,0.592821,0.312821
89a8100ee43ffff,S_abastecimento,0.82,0.82,0.0
89a8100ee43ffff,S_lazer,3.57,3.57,0.0
89a8100ee43ffff,S_servicos,11.07,11.07,0.0
89a8100ee43ffff,I_seguranca,416.55,416.55,0.0
89a8100ee43ffff,A_vegetacao,13.42,13.42,0.0
89a8100ee43ffff,A_agua,2.58,2.58,0.0
89a8100ee43ffff,C_conectividade,13.0,13.0,0.0
89a8100ee43ffff,T_transporte,5.93,5.93,0.0
89a8100ee43ffff,U_urbanidade,1.44,4.4581859999999995,3.0181859999999996
89a8100ee5bffff,S_saude,6.04,6.04,0.0
89a8100ee5bffff,S_educacao,0.21,0.9457579999999999,0.7357579999999999
89a8100ee5bffff,S_abastecimento,1.67,1.67,0.0
89a8100ee5bffff,S_lazer,4.1,4.1,0.0
89a8100ee5bffff,S_servicos,11.28,11.28,0.0
89a8100ee5bffff,I_seguranca,344.53,344.53,0.0
89a8100ee5bffff,A_vegetacao,18.8,18.8,0.0
89a8100ee5bffff,A_agua,3.62,3.62,0.0
89a8100ee5bffff,C_conectividade,11.94,11.94,0.0
89a8100ee5bffff,T_transporte,5.06,5.06,0.0
89a8100ee5bffff,U_urbanidade,1.88,7.221633,5.341633
89a8100e32fffff,S_saude,1.73,1.73,0.0
89a8100e32fffff,S_educacao,0.73,1.015143,0.2851429999999999
89a8100e32fffff,S_abastecimento,1.67,1.67,0.0
89a8100e32fffff,S_lazer,2.21,2.21,0.0
89a8100e32fffff,S_servicos,6.82,6.846188000000001,0.026188000000000322
89a8100e32fffff,I_seguranca,196.46,196.46,0.0
89a8100e32fffff,A_vegetacao,29.08,29.08,0.0
89a8100e32fffff,A_agua,5.54,5.54,0.0
89a8100e32fffff,C_conectividade,9.22,9.22,0.0
89a8100e32fffff,T_transporte,3.29,3.29,0.0
89a8100e32fffff,U_urbanidade,1.36,7.169863,5.809863
89a8100e32bffff,S_saude,0.24,0.24,0.0
89a8100e32bffff,S_educacao,0.82,1.153997,0.333997
89a8100e32bffff,S_abastecimento,1.65,1.65,0.0
89a8100e32bffff,S_lazer,2.97,2.97,0.0
89a8100e32bffff,S_servicos,3.31,3.3525810000000003,0.0425810000000002
89a8100e32bffff,I_seguranca,103.87,103.87,0.0
89a8100e32bffff,A_vegetacao,29.48,29.48,0.0
89a8100e32bffff,A_agua,5.2,5.2,0.0
89a8100e32bffff,C_conectividade,6.09,6.09,0.0
89a8100e32bffff,T_transporte,1.17,1.17,0.0
89a8100e32bffff,U_urbanidade,0.13,7.299464,7.1694640000000005
89a8100e367ffff,S_saude,1.64,1.64,0.0
89a8100e367ffff,S_educacao,2.16,2.886527,0.7265269999999999
89a8100e367ffff,S_abastecimento,3.87,3.87,0.0
89a8100e367ffff,S_lazer,8.48,8.48,0.0
89a8100e367ffff,S_servicos,6.96,7.481837,0.5218369999999997
89a8100e367ffff,I_seguranca,179.67,179.67,0.0
89a8100e367ffff,A_vegetacao,8.89,8.89,0.0
89a8100e367ffff,A_agua,0.85,0.85,0.0
89a8100e367ffff,C_conectividade,9.1,9.1,0.0
89a8100e367ffff,T_transporte,2.08,2.08,0.0
89a8100e367ffff,U_urbanidade,0.0,6.674228,6.674228
89a8100e36fffff,S_saude,4.4,4.4,0.0
89a8100e36fffff,S_educacao,2.29,2.826168,0.536168
89a8100e36fffff,S_abastecimento,4.16,4.16,0.0
89a8100e36fffff,S_lazer,10.05,10.05,0.0
89a8100e36fffff,S_servicos,6.71,7.077114,0.36711399999999994
89a8100e36fffff,I_seguranca,130.3,130.3,0.0
89a8100e36fffff,A_vegetacao,4.9,4.9,0.0
89a8100e36fffff,A_agua,0.21,0.21,0.0
89a8100e36fffff,C_conectividade,7.21,7.21,0.0
89a8100e36fffff,T_transporte,2.04,2.04,0.0
89a8100e36fffff,U_urbanidade,0.0,3.4186530000000004,3.4186530000000004
89a8100c5d3ffff,S_saude,7.65,7.65,0.0
89a8100c5d3ffff,S_educacao,2.63,2.76667,0.13667000000000007
89a8100c5d3ffff,S_abastecimento,5.82,5.82,0.0
89a8100c5d3ffff,S_lazer,14.38,14.38,0.0
89a8100c5d3ffff,S_servicos,10.94,11.538343,0.5983429999999998
89a8100c5d3ffff,I_seguranca,212.15,212.15,0.0
89a8100c5d3ffff,A_vegetacao,2.82,2.82,0.0
89a8100c5d3ffff,A_agua,0.05,0.05,0.0
89a8100c5d3ffff,C_conectividade,7.2,7.2,0.0
89a8100c5d3ffff,T_transporte,3.72,3.72,0.0
89a8100c5d3ffff,U_urbanidade,0.0,0.9558230000000001,0.9558230000000001
89a8100c5dbffff,S_saude,14.56,14.56,0.0
89a8100c5dbffff,S_educacao,7.69,8.880289000000001,1.1902890000000008
89a8100c5dbffff,S_abastecimento,12.97,12.97,0.0
89a8100c5dbffff,S_lazer,31.54,31.54,0.0
89a8100c5dbffff,S_servicos,30.98,31.448288,0.46828800000000115
89a8100c5dbffff,I_seguranca,452.46,452.46,0.0
89a8100c5dbffff,A_vegetacao,2.07,2.07,0.0
89a8100c5dbffff,A_agua,0.0,0.0,0.0
89a8100c5dbffff,C_conectividade,12.07,12.07,0.0
89a8100c5dbffff,T_transporte,6.97,6.97,0.0
89a8100c5dbffff,U_urbanidade,1.06,2.451339,1.3913389999999999
89a8100c437ffff,S_saude,4.47,4.480382,0.010381999999999891
89a8100c437ffff,S_educacao,6.0,6.516731,0.516731
89a8100c437ffff,S_abastecimento,5.15,5.15,0.0
89a8100c437ffff,S_lazer,11.75,11.75,0.0
89a8100c437ffff,S_servicos,12.29,12.297331999999999,0.007331999999999894
89a8100c437ffff,I_seguranca,202.8,202.8,0.0
89a8100c437ffff,A_vegetacao,1.99,1.99,0.0
89a8100c437ffff,A_agua,0.0,0.0,0.0
89a8100c437ffff,C_conectividade,6.17,6.17,0.0
89a8100c437ffff,T_transporte,1.43,1.43,0.0
89a8100c437ffff,U_urbanidade,1.12,1.7105670000000002,0.5905670000000001
89a8100c427ffff,S_saude,4.25,4.383476,0.13347599999999993
89a8100c427ffff,S_educacao,5.53,5.598332,0.06833199999999984
89a8100c427ffff,S_abastecimento,2.24,2.24,0.0
89a8100c427ffff,S_lazer,6.2,6.2,0.0
89a8100c427ffff,S_servicos,6.2,6.240089,0.04008900000000004
89a8100c427ffff,I_seguranca,141.49,141.49,0.0
89a8100c427ffff,A_vegetacao,2.08,2.08,0.0
89a8100c427ffff,A_agua,0.0,0.0,0.0
89a8100c427ffff,C_conectividade,5.21,5.21,0.0
89a8100c427ffff,T_transporte,0.31,0.31,0.0
89a8100c427ffff,U_urbanidade,1.32,1.323585,0.0035849999999999493
89a8100c55bffff,S_saude,6.4,6.441745,0.0417449999999997
89a8100c55bffff,S_educacao,3.28,3.369118,0.08911800000000003
89a8100c55bffff,S_abastecimento,1.93,1.93,0.0
89a8100c55bffff,S_lazer,8.7,8.7,0.0
89a8100c55bffff,S_servicos,7.03,7.03,0.0
89a8100c55bffff,I_seguranca,166.09,166.09,0.0
89a8100c55bffff,A_vegetacao,2.19,2.19,0.0
89a8100c55bffff,A_agua,0.0,0.0,0.0
89a8100c55bffff,C_conectividade,6.99,6.99,0.0
89a8100c55bffff,T_transporte,1.48,1.48,0.0
89a8100c55bffff,U_urbanidade,0.76,0.76,0.0
89a8100c54bffff,S_saude,6.63,6.648703,0.018703000000000358
89a8100c54bffff,S_educacao,2.35,2.404022,0.05402199999999979
89a8100c54bffff,S_abastecimento,1.42,1.42,0.0
89a8100c54bffff,S_lazer,6.94,6.94,0.0
89a8100c54bffff,S_servicos,6.2,6.2,0.0
89a8100c54bffff,I_seguranca,138.64,138.64,0.0
89a8100c54bffff,A_vegetacao,1.0,1.0,0.0
89a8100c54bffff,A_agua,0.0,0.0,0.0
89a8100c54bffff,C_conectividade,6.38,6.38,0.0
89a8100c54bffff,T_transporte,0.98,0.98,0.0
89a8100c54bffff,U_urbanidade,0.05,0.175773,0.12577300000000002
89a8100c0b3ffff,S_saude,9.58,9.59375,0.013749999999999929
89a8100c0b3ffff,S_educacao,6.71,6.71086,0.000860000000000305
89a8100c0b3ffff,S_abastecimento,6.05,6.05,0.0
89a8100c0b3ffff,S_lazer,19.06,19.06,0.0
89a8100c0b3ffff,S_servicos,14.15,14.15,0.0
89a8100c0b3ffff,I_seguranca,297.36,297.36,0.0
89a8100c0b3ffff,A_vegetacao,1.06,1.06,0.0
89a8100c0b3ffff,A_agua,0.0,0.0,0.0
89a8100c0b3ffff,C_conectividade,11.13,11.13,0.0
89a8100c0b3ffff,T_transporte,3.02,3.02,0.0
89a8100c0b3ffff,U_urbanidade,0.55,1.781339,1.231339
89a8100c0a3ffff,S_saude,8.28,8.28,0.0
89a8100c0a3ffff,S_educacao,8.52,8.52,0.0
89a8100c0a3ffff,S_abastecimento,7.34,7.34,0.0
89a8100c0a3ffff,S_lazer,21.5,21.5,0.0
89a8100c0a3ffff,S_servicos,15.65,15.65,0.0
89a8100c0a3ffff,I_seguranca,248.09,248.09,0.0
89a8100c0a3ffff,A_vegetacao,1.58,1.58,0.0
89a8100c0a3ffff,A_agua,0.0,0.0,0.0
89a8100c0a3ffff,C_conectividade,10.05,10.05,0.0
89a8100c0a3ffff,T_transporte,3.11,3.11,0.0
89a8100c0a3ffff,U_urbanidade,1.78,3.6789560000000003,1.8989560000000003
89a8100c0afffff,S_saude,5.54,5.54,0.0
89a8100c0afffff,S_educacao,6.79,6.79,0.0
89a8100c0afffff,S_abastecimento,8.58,8.58,0.0
89a8100c0afffff,S_lazer,19.71,19.71,0.0
89a8100c0afffff,S_servicos,13.07,13.07,0.0
89a8100c0afffff,I_seguranca,301.03,301.03,0.0
89a8100c0afffff,A_vegetacao,2.94,2.94,0.0
89a8100c0afffff,A_agua,0.0,0.0,0.0
89a8100c0afffff,C_conectividade,9.6,9.6,0.0
89a8100c0afffff,T_transporte,4.12,4.12,0.0
89a8100c0afffff,U_urbanidade,2.44,5.0582519999999995,2.6182519999999996
89a8100c1dbffff,S_saude,6.59,6.59,0.0
89a8100c1dbffff,S_educacao,7.21,7.21,0.0
89a8100c1dbffff,S_abastecimento,11.77,11.77,0.0
89a8100c1dbffff,S_lazer,20.54,20.54,0.0
89a8100c1dbffff,S_servicos,13.09,13.09,0.0
89a8100c1dbffff,I_seguranca,316.98,316.98,0.0
89a8100c1dbffff,A_vegetacao,3.32,3.32,0.0
89a8100c1dbffff,A_agua,0.0,0.0,0.0
89a8100c1dbffff,C_conectividade,7.8,7.8,0.0
89a8100c1dbffff,T_transporte,5.28,5.28,0.0
89a8100c1dbffff,U_urbanidade,3.88,8.494264000000001,4.614264000000001
89a8100c1c3ffff,S_saude,7.33,7.33,0.0
89a8100c1c3ffff,S_educacao,6.54,6.54,0.0
89a8100c1c3ffff,S_abastecimento,12.92,12.92,0.0
89a8100c1c3ffff,S_lazer,23.5,23.5,0.0
89a8100c1c3ffff,S_servicos,11.86,11.86,0.0
89a8100c1c3ffff,I_seguranca,388.04,388.04,0.0
89a8100c1c3ffff,A_vegetacao,3.83,3.83,0.0
89a8100c1c3ffff,A_agua,0.0,0.0,0.0
89a8100c1c3ffff,C_conectividade,8.7,8.7,0.0
89a8100c1c3ffff,T_transporte,4.16,4.16,0.0
89a8100c1c3ffff,U_urbanidade,3.41,7.139460000000001,3.7294600000000004
89a8100c1c7ffff,S_saude,5.56,5.56,0.0
89a8100c1c7ffff,S_educacao,2.67,2.749702,0.07970200000000016
89a8100c1c7ffff,S_abastecimento,11.3,11.3,0.0
89a8100c1c7ffff,S_lazer,22.62,22.62,0.0
89a8100c1c7ffff,S_servicos,11.07,11.07,0.0
89a8100c1c7ffff,I_seguranca,299.37,299.37,0.0
89a8100c1c7ffff,A_vegetacao,6.24,6.24,0.0
89a8100c1c7ffff,A_agua,0.0,0.0,0.0
89a8100c1c7ffff,C_conectividade,7.44,7.44,0.0
89a8100c1c7ffff,T_transporte,3.18,3.18,0.0
89a8100c1c7ffff,U_urbanidade,2.02,3.783099,1.763099
89a8100c113ffff,S_saude,3.54,3.54,0.0
89a8100c113ffff,S_educacao,1.73,1.730001,9.999999999177334e-07
89a8100c113ffff,S_abastecimento,7.33,7.33,0.0
89a8100c113ffff,S_lazer,15.67,15.67,0.0
89a8100c113ffff,S_servicos,10.0,10.0,0.0
89a8100c113ffff,I_seguranca,152.29,152.29,0.0
89a8100c113ffff,A_vegetacao,13.24,13.24,0.0
89a8100c113ffff,A_agua,0.0,0.0,0.0
89a8100c113ffff,C_conectividade,4.67,4.67,0.0
89a8100c113ffff,T_transporte,3.31,3.31,0.0
89a8100c113ffff,U_urbanidade,2.77,3.298316,0.5283159999999998
89a8100c117ffff,S_saude,4.76,4.76,0.0
89a8100c117ffff,S_educacao,5.31,5.806711,0.49671100000000035
89a8100c117ffff,S_abastecimento,5.66,5.66,0.0
89a8100c117ffff,S_lazer,14.84,15.084451,0.24445099999999975
89a8100c117ffff,S_servicos,14.92,14.92,0.0
89a8100c117ffff,I_seguranca,135.09,135.09,0.0
89a8100c117ffff,A_vegetacao,6.63,6.63,0.0
89a8100c117ffff,A_agua,0.01,0.01,0.0
89a8100c117ffff,C_conectividade,5.47,5.47,0.0
89a8100c117ffff,T_transporte,5.93,5.93,0.0
89a8100c117ffff,U_urbanidade,0.78,2.3075,1.5275
89a8100c1abffff,S_saude,6.54,6.54,0.0
89a8100c1abffff,S_educacao,3.59,3.6100879999999997,0.020087999999999884
89a8100c1abffff,S_abastecimento,3.66,3.66,0.0
89a8100c1abffff,S_lazer,11.98,12.928980000000001,0.9489800000000006
89a8100c1abffff,S_servicos,12.34,12.34,0.0
89a8100c1abffff,I_seguranca,136.36,136.36,0.0
89a8100c1abffff,A_vegetacao,2.44,2.44,0.0
89a8100c1abffff,A_agua,0.01,0.01,0.0
89a8100c1abffff,C_conectividade,6.11,6.11,0.0
89a8100c1abffff,T_transporte,3.04,3.04,0.0
89a8100c1abffff,U_urbanidade,0.12,2.943446,2.8234459999999997
89a8100c1a3ffff,S_saude,8.06,8.06,0.0
89a8100c1a3ffff,S_educacao,3.23,3.241168,0.011168000000000067
89a8100c1a3ffff,S_abastecimento,4.13,4.13,0.0
89a8100c1a3ffff,S_lazer,17.18,17.933289,0.7532889999999988
89a8100c1a3ffff,S_servicos,16.27,16.27,0.0
89a8100c1a3ffff,I_seguranca,144.92,144.92,0.0
89a8100c1a3ffff,A_vegetacao,1.57,1.57,0.0
89a8100c1a3ffff,A_agua,0.0,0.0,0.0
89a8100c1a3ffff,C_conectividade,6.81,6.81,0.0
89a8100c1a3ffff,T_transporte,3.56,3.56,0.0
89a8100c1a3ffff,U_urbanidade,0.94,4.8862749999999995,3.9462749999999995
89a8100c1b7ffff,S_saude,3.94,3.94,0.0
89a8100c1b7ffff,S_educacao,1.35,1.350189,0.00018899999999999473
89a8100c1b7ffff,S_abastecimento,0.22,0.22,0.0
89a8100c1b7ffff,S_lazer,3.29,3.574218,0.2842180000000001
89a8100c1b7ffff,S_servicos,10.12,10.12,0.0
89a8100c1b7ffff,I_seguranca,69.03,69.03,0.0
89a8100c1b7ffff,A_vegetacao,1.75,1.75,0.0
89a8100c1b7ffff,A_agua,0.0,0.0,0.0
89a8100c1b7ffff,C_conectividade,5.0,5.0,0.0
89a8100c1b7ffff,T_transporte,0.59,0.59,0.0
89a8100c1b7ffff,U_urbanidade,3.44,7.19419,3.75419
89a8100ea7bffff,S_saude,1.84,1.858125,0.018124999999999947
89a8100ea7bffff,S_educacao,0.67,0.768997,0.098997
89a8100ea7bffff,S_abastecimento,0.2,0.2,0.0
89a8100ea7bffff,S_lazer,2.88,2.88125,0.0012500000000001954
89a8100ea7bffff,S_servicos,10.26,10.26,0.0
89a8100ea7bffff,I_seguranca,49.08,49.08,0.0
89a8100ea7bffff,A_vegetacao,2.17,2.17,0.0
89a8100ea7bffff,A_agua,0.0,0.0,0.0
89a8100ea7bffff,C_conectividade,6.16,6.16,0.0
89a8100ea7bffff,T_transporte,0.69,0.69,0.0
89a8100ea7bffff,U_urbanidade,4.41,8.173746999999999,3.7637469999999986
89a8100ea73ffff,S_saude,0.0,0.0,0.0
89a8100ea73ffff,S_educacao,0.0,0.0,0.0
89a8100ea73ffff,S_abastecimento,0.0,0.0,0.0
89a8100ea73ffff,S_lazer,0.0,0.0,0.0
89a8100ea73ffff,S_servicos,0.0,0.0,0.0
89a8100ea73ffff,I_seguranca,0.0,0.0,0.0
89a8100ea73ffff,A_vegetacao,1.84,1.84,0.0
89a8100ea73ffff,A_agua,0.0,0.0,0.0
89a8100ea73ffff,C_conectividade,1.0,1.0,0.0
89a8100ea73ffff,T_transporte,0.0,0.0,0.0
89a8100ea73ffff,U_urbanidade,0.0,0.0,0.0
89a8100ea0fffff,S_saude,6.76,6.76,0.0
89a8100ea0fffff,S_educacao,6.59,7.587293,0.997293
89a8100ea0fffff,S_abastecimento,5.29,5.29,0.0
89a8100ea0fffff,S_lazer,12.94,12.94,0.0
89a8100ea0fffff,S_servicos,12.26,12.26,0.0
89a8100ea0fffff,I_seguranca,144.98,144.98,0.0
89a8100ea0fffff,A_vegetacao,2.15,2.15,0.0
89a8100ea0fffff,A_agua,0.0,0.0,0.0
89a8100ea0fffff,C_conectividade,6.88,6.88,0.0
89a8100ea0fffff,T_transporte,6.74,6.74,0.0
89a8100ea0fffff,U_urbanidade,0.21,1.727509,1.517509
89a8100ea07ffff,S_saude,6.88,6.88,0.0
89a8100ea07ffff,S_educacao,4.45,5.7336290000000005,1.2836290000000004
89a8100ea07ffff,S_abastecimento,9.49,9.49,0.0
89a8100ea07ffff,S_lazer,20.33,20.33,0.0
89a8100ea07ffff,S_servicos,15.55,15.55,0.0
89a8100ea07ffff,I_seguranca,164.44,164.44,0.0
89a8100ea07ffff,A_vegetacao,1.5,1.5,0.0
89a8100ea07ffff,A_agua,0.0,0.0,0.0
89a8100ea07ffff,C_conectividade,6.91,6.91,0.0
89a8100ea07ffff,T_transporte,11.58,11.58,0.0
89a8100ea07ffff,U_urbanidade,0.68,1.307623,0.6276229999999999
89a8100ea17ffff,S_saude,2.46,2.46,0.0
89a8100ea17ffff,S_educacao,0.28,2.0657110000000003,1.7857110000000003
89a8100ea17ffff,S_abastecimento,7.26,7.26,0.0
89a8100ea17ffff,S_lazer,15.86,15.86,0.0
89a8100ea17ffff,S_servicos,9.94,9.94,0.0
89a8100ea17ffff,I_seguranca,98.65,98.65,0.0
89a8100ea17ffff,A_vegetacao,0.8,0.8,0.0
89a8100ea17ffff,A_agua,0.0,0.0,0.0
89a8100ea17ffff,C_conectividade,3.94,3.94,0.0
89a8100ea17ffff,T_transporte,9.14,9.14,0.0
89a8100ea17ffff,U_urbanidade,0.55,1.7596489999999998,1.2096489999999998
89a8100ea8fffff,S_saude,1.34,1.34,0.0
89a8100ea8fffff,S_educacao,0.0,1.3426150000000001,1.3426150000000001
89a8100ea8fffff,S_abastecimento,6.9,7.030095,0.13009499999999985
89a8100ea8fffff,S_lazer,11.72,11.72,0.0
89a8100ea8fffff,S_servicos,10.06,10.06,0.0
89a8100ea8fffff,I_seguranca,129.59,129.59,0.0
89a8100ea8fffff,A_vegetacao,0.95,0.95,0.0
89a8100ea8fffff,A_agua,0.0,0.0,0.0
89a8100ea8fffff,C_conectividade,5.61,5.61,0.0
89a8100ea8fffff,T_transporte,8.02,8.02,0.0
89a8100ea8fffff,U_urbanidade,0.57,2.410377,1.8403770000000002
89a8100ea83ffff,S_saude,1.02,1.02,0.0
89a8100ea83ffff,S_educacao,0.0,1.063,1.063
89a8100ea83ffff,S_abastecimento,4.78,5.103967,0.32396699999999967
89a8100ea83ffff,S_lazer,9.22,9.22,0.0
89a8100ea83ffff,S_servicos,8.2,8.242721999999999,0.04272199999999948
89a8100ea83ffff,I_seguranca,102.37,102.37,0.0
89a8100ea83ffff,A_vegetacao,0.99,0.99,0.0
89a8100ea83ffff,A_agua,0.0,0.0,0.0
89a8100ea83ffff,C_conectividade,4.8,4.8,0.0
89a8100ea83ffff,T_transporte,6.38,6.38,0.0
89a8100ea83ffff,U_urbanidade,0.53,2.3830850000000003,1.8530850000000003
89a8100ea93ffff,S_saude,1.1,1.1,0.0
89a8100ea93ffff,S_educacao,0.0,0.44763000000000003,0.44763000000000003
89a8100ea93ffff,S_abastecimento,1.04,1.634766,0.5947659999999999
89a8100ea93ffff,S_lazer,2.73,2.73,0.0
89a8100ea93ffff,S_servicos,5.71,5.917612,0.20761200000000013
89a8100ea93ffff,I_seguranca,91.17,91.17,0.0
89a8100ea93ffff,A_vegetacao,1.19,1.19,0.0
89a8100ea93ffff,A_agua,0.0,0.0,0.0
89a8100ea93ffff,C_conectividade,5.8,5.8,0.0
89a8100ea93ffff,T_transporte,3.06,3.06,0.0
89a8100ea93ffff,U_urbanidade,0.07,1.3924,1.3224
89a8100ee2bffff,S_saude,1.99,1.99,0.0
89a8100ee2bffff,S_educacao,0.0,0.969908,0.969908
89a8100ee2bffff,S_abastecimento,0.36,0.8482149999999999,0.48821499999999995
89a8100ee2bffff,S_lazer,1.56,1.56,0.0
89a8100ee2bffff,S_servicos,4.24,4.517302,0.2773019999999997
89a8100ee2bffff,I_seguranca,109.18,109.18,0.0
89a8100ee2bffff,A_vegetacao,1.11,1.11,0.0
89a8100ee2bffff,A_agua,0.0,0.0,0.0
89a8100ee2bffff,C_conectividade,7.6,7.6,0.0
89a8100ee2bffff,T_transporte,2.3,2.3,0.0
89a8100ee2bffff,U_urbanidade,0.0,1.697632,1.697632
89a8100ee3bffff,S_saude,1.92,1.92,0.0
89a8100ee3bffff,S_educacao,0.25,0.530211,0.280211
89a8100ee3bffff,S_abastecimento,0.0,0.010985,0.010985
89a8100ee3bffff,S_lazer,0.87,0.87,0.0
89a8100ee3bffff,S_servicos,2.25,2.3688919999999998,0.11889199999999978
89a8100ee3bffff,I_seguranca,90.76,90.76,0.0
89a8100ee3bffff,A_vegetacao,0.79,0.79,0.0
89a8100ee3bffff,A_agua,0.0,0.0,0.0
89a8100ee3bffff,C_conectividade,6.91,6.91,0.0
89a8100ee3bffff,T_transporte,1.27,1.27,0.0
89a8100ee3bffff,U_urbanidade,0.0,0.792377,0.792377
89a8100ee0fffff,S_saude,5.48,5.48,0.0
89a8100ee0fffff,S_educacao,1.41,1.563602,0.15360200000000002
89a8100ee0fffff,S_abastecimento,0.3,0.3,0.0
89a8100ee0fffff,S_lazer,2.17,2.17,0.0
89a8100ee0fffff,S_servicos,4.0,4.068435,0.06843500000000002
89a8100ee0fffff,I_seguranca,209.48,209.48,0.0
89a8100ee0fffff,A_vegetacao,0.77,0.77,0.0
89a8100ee0fffff,A_agua,0.03,0.03,0.0
89a8100ee0fffff,C_conectividade,9.81,9.81,0.0
89a8100ee0fffff,T_transporte,3.1,3.141231,0.041230999999999796
89a8100ee0fffff,U_urbanidade,0.0,0.9345810000000001,0.9345810000000001
89a8100ee0bffff,S_saude,7.99,7.99,0.0
89a8100ee0bffff,S_educacao,2.6,2.634389,0.034389
89a8100ee0bffff,S_abastecimento,1.14,1.14,0.0
89a8100ee0bffff,S_lazer,4.14,4.14,0.0
89a8100ee0bffff,S_servicos,7.75,7.75,0.0
89a8100ee0bffff,I_seguranca,283.67,283.67,0.0
89a8100ee0bffff,A_vegetacao,3.07,3.07,0.0
89a8100ee0bffff,A_agua,0.64,0.64,0.0
89a8100ee0bffff,C_conectividade,11.63,11.63,0.0
89a8100ee0bffff,T_transporte,5.34,5.688123,0.3481230000000002
89a8100ee0bffff,U_urbanidade,0.06,0.982159,0.922159
89a8100ee57ffff,S_saude,9.15,9.15,0.0
