seed,initial_objective_value,best_objective_value,delta_abs_vs_baseline,delta_pct_vs_baseline,iterations,evaluations,runtime_seconds,improvement_iterations,stopping_reason,best_alpha,mean_rcl_size,construction_best_objective_value,seed_dir,profile_total_runtime_s,profile_construction_total_s,profile_candidate_eval_total_s,profile_local_search_total_s,profile_evaluation_total_s,profile_evaluation_calls,profile_evaluation_avg_s,profile_local_search_calls
182,29.4163,42.9135,12.680699999999995,41.94351829800744,92,5683,12.912102781236172,5,max_no_improve,0.9328932032005486,241.80521739130435,39.245,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_000182,12.912102781236172,0.9780004862695932,0.19028333202004433,11.738538240082562,11.360120240598917,5683,0.0019989653775468797,92
57,39.008500000000005,43.6458,13.412999999999997,44.36572199730093,161,9811,23.276269999332726,4,max_no_improve,0.9475545064442218,222.86881987577644,39.8089,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_000057,23.276269999332726,1.7627415303140879,0.34540293272584677,21.160706012509763,20.476370772346854,9811,0.0020870829448931664,161
7217,31.239800000000002,42.7275,12.494699999999995,41.32829245058345,257,15190,38.40656785387546,7,max_no_improve,0.7808327900364709,198.09587548638132,38.9628,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_007217,38.40656785387546,2.9826047690585256,0.5748639283701777,34.8383004097268,33.75340541731566,15190,0.0022220806726343423,257
395,28.553399999999996,43.9378,13.704999999999998,45.331560424439665,124,7235,18.829061025753617,8,max_no_improve,0.857226409411834,197.12629032258064,39.3504,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_000395,18.829061025753617,1.6062615867704153,0.30114278011024,16.913317965343595,16.345191071741283,7235,0.0022591832856587815,124
2949,36.5768,43.21000000000001,12.977200000000003,42.92424122145484,121,6682,15.009835481643677,5,max_no_improve,0.9158771394609261,196.6685950413223,38.736000000000004,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_002949,15.009835481643677,1.251806334592402,0.24845365900546312,13.502706508152187,13.083834324032068,6682,0.0019580715839616985,121
2177,29.7117,41.9753,11.742499999999993,38.84026620094729,119,7368,16.47177737392485,6,max_no_improve,0.8330092389344979,233.80058823529413,39.4462,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_002177,16.47177737392485,1.241446703672409,0.24678407330065966,14.976600037887692,14.481593469157815,7368,0.0019654714263243507,119
4854,29.7984,42.987300000000005,12.7545,42.187624037469234,118,6630,15.333845369517803,4,max_no_improve,0.8789524603112125,221.01550847457622,38.764399999999995,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_004854,15.333845369517803,1.2615940803661942,0.2474583461880684,13.817927467636764,13.374006813392043,6630,0.0020171955977966883,118
1356,29.5314,43.4532,13.220399999999998,43.728665555290924,131,7818,17.48268412426114,4,max_no_improve,0.8685406231217313,228.44778625954194,40.3601,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_001356,17.48268412426114,1.3494869619607925,0.2653454886749387,15.861306173726916,15.337607345543802,7818,0.001961832610072116,131
3557,33.5991,44.6949,14.462099999999992,47.835794236723,127,7523,17.09385563340038,7,max_no_improve,0.828660328531751,226.23070866141734,39.8221,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_003557,17.09385563340038,1.3380316607654095,0.26440849900245667,15.483869759365916,14.97563798725605,7523,0.0019906470805870066,127
3801,39.83160000000001,43.2862,13.053399999999996,43.17628535894788,89,5452,12.841837440617383,3,max_no_improve,0.7836351377261338,244.98449438202246,40.0479,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/itajuba_centro/athlete/dataset_hex167_impacts3843/run_20260704_232240_budget100_seeds100/seed_runs/seed_003801,12.841837440617383,0.9642993658781052,0.2014209907501936,11.670743488706648,11.299876403994858,5452,0.0020726112259711773,89
