seed,iter,eval_count,elapsed_s,alpha_used,rcl_size_mean,construction_sum_iqc,after_ls_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,improved,no_improve_streak,local_search_accepted_moves,t_construction_s,t_candidate_eval_s,t_local_search_s,t_iter_total_s
8551,1,58,0.16156046278774738,0.9964684458715599,1154.24,29.2885,31.717399999999994,31.717399999999994,6.304999999999996,,True,0,25,0.013945079408586025,0.0030626505613327026,0.14406137261539698,0.16113656107336283
8551,2,133,0.4179800311103463,0.5351886993873168,151.01,29.171800000000005,31.258000000000003,31.717399999999994,6.304999999999996,0.0,False,1,25,0.019194374792277813,0.00158657506108284,0.23546311631798744,0.25627211201936007
8551,3,212,0.6143210642039776,0.3773724592857135,76.4,27.767200000000003,29.4273,31.717399999999994,6.304999999999996,0.0,False,2,25,0.018843937665224075,0.0015223855152726173,0.17593537271022797,0.19632394053041935
8551,4,312,0.7779430560767651,0.6732175827356175,256.79,32.2757,34.5771,34.5771,9.164700000000003,2.8597000000000072,True,0,25,0.010637578554451466,0.00150340236723423,0.15142604243010283,0.1635959753766656
8551,5,381,0.8952468447387218,0.04843718447703893,4.26,24.380100000000002,25.0542,34.5771,9.164700000000003,0.0,False,1,25,0.010327696800231934,0.001454847864806652,0.1053901594132185,0.11719722487032413
8551,6,460,1.0265097273513675,0.5791695636307815,200.47,29.423499999999997,33.287800000000004,34.5771,9.164700000000003,0.0,False,2,25,0.010887878015637398,0.0014652032405138016,0.11887213960289955,0.13124873396009207
8551,7,512,1.1176189929246902,0.1889219889849808,26.51,25.521699999999996,26.917,34.5771,9.164700000000003,0.0,False,3,25,0.010455312207341194,0.0015014633536338806,0.07911799568682909,0.09109764266759157
8551,8,586,1.2443136125802994,0.9288258105746136,662.7,31.627299999999998,35.602199999999996,35.602199999999996,10.189799999999998,1.0250999999999948,True,0,25,0.01129663735628128,0.0014834832400083542,0.11386885959655046,0.126679596491158
8551,9,649,1.3611414646729827,0.29400188424669893,44.62,26.757200000000005,28.000600000000006,35.602199999999996,10.189799999999998,0.0,False,1,25,0.016833706758916378,0.003229329362511635,0.09657903481274843,0.11673517990857363
8551,10,720,1.4817914022132754,0.9907641591973602,1082.44,29.243700000000004,32.1028,35.602199999999996,10.189799999999998,0.0,False,2,25,0.01252072211354971,0.001532786525785923,0.10645836871117353,0.12054507061839104
8551,11,772,1.5719181736931205,0.0561289033401694,5.12,24.5782,25.5272,35.602199999999996,10.189799999999998,0.0,False,3,25,0.010172196663916111,0.0014524450525641441,0.07827921584248543,0.08992682956159115
8551,12,809,1.6379777994006872,0.006158092409561555,2.3,24.5728,25.0833,35.602199999999996,10.189799999999998,0.0,False,4,25,0.010085857473313808,0.0014441786333918571,0.05449534486979246,0.06604719813913107
8551,13,889,1.7688512997701764,0.30287142068369854,55.46,26.383899999999997,27.8448,35.602199999999996,10.189799999999998,0.0,False,5,25,0.010632725432515144,0.0015130741521716118,0.11867924313992262,0.13084690552204847
8551,14,959,1.8832665933296084,0.056016407089504616,5.12,24.448900000000002,25.148400000000002,35.602199999999996,10.189799999999998,0.0,False,6,25,0.010989720933139324,0.0014360155910253525,0.10194210801273584,0.11438846401870251
8551,15,1023,1.995217970572412,0.6358478281342999,227.54,30.8114,34.4613,35.602199999999996,10.189799999999998,0.0,False,7,25,0.013496476225554943,0.001477530226111412,0.09694220684468746,0.11193928681313992
8551,16,1062,2.0657077888026834,0.2515190997468666,40.15,25.9507,26.509500000000003,35.602199999999996,10.189799999999998,0.0,False,8,25,0.011312209069728851,0.001541084609925747,0.05759803391993046,0.07047527842223644
8551,17,1125,2.1718749720603228,0.4883581520200584,135.95,27.106900000000003,30.7115,35.602199999999996,10.189799999999998,0.0,False,9,25,0.011652403511106968,0.001455165445804596,0.09302518796175718,0.10615463647991419
8551,18,1192,2.303985008969903,0.8451176042886253,492.0,31.2021,33.4698,35.602199999999996,10.189799999999998,0.0,False,10,25,0.01310577243566513,0.0017267484217882156,0.11724280193448067,0.13209603633731604
8551,19,1259,2.433720249682665,0.13115667330689906,15.34,25.5039,26.4939,35.602199999999996,10.189799999999998,0.0,False,11,25,0.01239471510052681,0.0017210319638252258,0.11558933276683092,0.1297244168817997
8551,20,1367,2.6356878289952874,0.36227279790365885,85.86,27.912300000000002,29.938100000000006,35.602199999999996,10.189799999999998,0.0,False,12,25,0.012544862926006317,0.0017383405938744545,0.1876556146889925,0.2019572500139475
8551,21,1432,2.7474742187187076,0.34276336058728873,71.67,26.56,28.6018,35.602199999999996,10.189799999999998,0.0,False,13,25,0.012574347667396069,0.0017443494871258736,0.09739432763308287,0.11173324566334486
8551,22,1507,2.870788898319006,0.543337060250671,181.71,28.7851,30.431400000000004,35.602199999999996,10.189799999999998,0.0,False,14,25,0.010483688674867153,0.0014006644487380981,0.11139576882123947,0.12330242432653904
8551,23,1598,3.0202335994690657,0.8180898499441732,466.76,32.8304,34.7179,35.602199999999996,10.189799999999998,0.0,False,15,25,0.01108286902308464,0.0014861533418297768,0.13684195280075073,0.1494328724220395
8551,24,1671,3.1420697700232267,0.7537198334659032,413.9,31.441000000000003,34.112300000000005,35.602199999999996,10.189799999999998,0.0,False,16,25,0.01091574877500534,0.0014289040118455887,0.10945397615432739,0.1218236442655325
8551,25,1737,3.2533225351944566,0.7924400968086364,429.4,31.2273,34.6338,35.602199999999996,10.189799999999998,0.0,False,17,25,0.011554740369319916,0.0015306007117033005,0.09811577759683132,0.1112247621640563
8551,26,1781,3.3296666452661157,0.1621237411666978,26.04,25.263799999999996,26.0614,35.602199999999996,10.189799999999998,0.0,False,18,25,0.010252743028104305,0.0013667792081832886,0.0646900162100792,0.0763315511867404
8551,27,1810,3.383595190010965,0.003917652235460256,1.22,24.2316,24.6093,35.602199999999996,10.189799999999998,0.0,False,19,25,0.010329021140933037,0.0014477008953690529,0.042117342352867126,0.053916336968541145
8551,28,1857,3.465973782353103,0.11515941926478945,13.94,25.4702,26.4002,35.602199999999996,10.189799999999998,0.0,False,20,25,0.009974022395908833,0.001438363455235958,0.0709309708327055,0.08236530516296625
8551,29,1991,3.6792509434744716,0.8000175519569679,384.22,34.0431,35.8495,35.8495,10.437100000000001,0.24730000000000274,True,0,25,0.010907167568802834,0.0014818571507930756,0.20085083786398172,0.21326495986431837
8551,30,2043,3.7679498214274645,0.22803025027141077,37.6,25.650499999999997,26.541000000000004,35.8495,10.437100000000001,0.0,False,1,25,0.010343034751713276,0.0014325398951768875,0.07684028707444668,0.08863766212016344
8551,31,2111,3.882008087821305,0.35230043622068985,76.4,27.002000000000002,29.277,35.8495,10.437100000000001,0.0,False,2,25,0.010178621858358383,0.001495378091931343,0.10229538753628731,0.1139898020774126
8551,32,2180,3.9980621580034494,0.8424442774719204,480.24,30.4348,34.727799999999995,35.8495,10.437100000000001,0.0,False,3,25,0.010968644171953201,0.0015229107812047005,0.10352921020239592,0.11604214925318956
8551,33,2239,4.098314008675516,0.07059337930423659,5.79,24.5051,25.1458,35.8495,10.437100000000001,0.0,False,4,25,0.010327480733394623,0.0014704009518027306,0.08841885253787041,0.10023952275514603
8551,34,2292,4.189719941467047,0.41932914509464003,117.81,28.6338,32.5929,35.8495,10.437100000000001,0.0,False,5,25,0.010443679988384247,0.0014256834983825684,0.0795001070946455,0.09139264654368162
8551,35,2337,4.269631695002317,0.252073797823426,41.39,25.828500000000002,26.6903,35.8495,10.437100000000001,0.0,False,6,25,0.010200702585279942,0.0014648018404841423,0.06821130681782961,0.07989968918263912
8551,36,2426,4.415437560528517,0.5268882994242662,184.78,29.5762,33.2772,35.8495,10.437100000000001,0.0,False,7,25,0.010587957687675953,0.0013935239985585213,0.13378881290555,0.14579341653734446
8551,37,2497,4.533782406710088,0.41219724098254795,93.62,27.247500000000002,29.295,35.8495,10.437100000000001,0.0,False,8,25,0.01062606368213892,0.001470424234867096,0.10621273703873158,0.1183317955583334
8551,38,2572,4.659218643791974,0.7580668906371061,417.54,31.8033,34.716300000000004,35.8495,10.437100000000001,0.0,False,9,25,0.010888632386922836,0.0014525381848216057,0.11306258756667376,0.1254246486350894
8551,39,2656,4.797479793429375,0.48233816947204067,152.16,29.1428,31.2444,35.8495,10.437100000000001,0.0,False,10,25,0.010699748061597347,0.0014868136495351791,0.12604059278964996,0.1382493833079934
8551,40,2722,4.905164376832545,0.0462035669954618,4.4,24.417600000000004,25.2252,35.8495,10.437100000000001,0.0,False,11,25,0.009960914961993694,0.0014703059569001198,0.09621810913085938,0.10767224337905645
8551,41,2773,4.99337550625205,0.4337666787560511,116.29,28.249399999999998,31.026400000000002,35.8495,10.437100000000001,0.0,False,12,25,0.011217283084988594,0.001501692458987236,0.07540080416947603,0.08814169745892286
8551,42,2817,5.0698276506736875,0.049385874733931856,4.68,24.621700000000004,25.189799999999998,35.8495,10.437100000000001,0.0,False,13,25,0.010652565397322178,0.0015781866386532784,0.06418813765048981,0.07644015923142433
8551,43,2877,5.169700595550239,0.09537716306198918,9.41,25.6375,26.3892,35.8495,10.437100000000001,0.0,False,14,25,0.010146240703761578,0.001390203833580017,0.0882934182882309,0.09985001757740974
8551,44,2938,5.276104468852282,0.858190077579755,467.38,32.4908,35.0579,35.8495,10.437100000000001,0.0,False,15,25,0.011308763176202774,0.0015381481498479843,0.09352475870400667,0.10639309510588646
8551,45,2982,5.352637276984751,0.2519612623965104,41.31,26.024900000000002,27.116699999999998,35.8495,10.437100000000001,0.0,False,16,25,0.010264812968671322,0.001410406082868576,0.06482300907373428,0.07652056496590376
8551,46,3039,5.448068973608315,0.7301534619610813,344.36,29.620599999999996,33.0573,35.8495,10.437100000000001,0.0,False,17,25,0.010981719940900803,0.0014148522168397903,0.08300210908055305,0.09542099107056856
8551,47,3117,5.577467299066484,0.3801337290256537,95.97,27.8886,30.0582,35.8495,10.437100000000001,0.0,False,18,25,0.010572751984000206,0.0015144646167755127,0.11727554444223642,0.12938574329018593
8551,48,3203,5.717476253397763,0.6200042451565528,243.16,29.7679,32.03790000000001,35.8495,10.437100000000001,0.0,False,19,25,0.01067041140049696,0.0013811355456709862,0.1279223281890154,0.1399971591308713
8551,49,3256,5.808577420189977,0.6562614161726293,254.94,30.8639,34.0333,35.8495,10.437100000000001,0.0,False,20,25,0.01099142711609602,0.0014807283878326416,0.07859589904546738,0.09108970779925585
8551,50,3322,5.919140268117189,0.7082432983615347,311.66,30.162499999999994,35.894400000000005,35.894400000000005,10.482000000000006,0.04490000000000549,True,0,25,0.01076645776629448,0.0014244625344872475,0.09833141416311264,0.11054983641952276
8551,51,3381,6.021307455375791,0.3742085720935352,84.74,27.302100000000003,29.930600000000002,35.894400000000005,10.482000000000006,0.0,False,1,25,0.010312945581972599,0.0015054307878017426,0.09025721251964569,0.10209719836711884
8551,52,3430,6.10784668289125,0.9093556731464778,585.91,31.439700000000002,35.41199999999999,35.894400000000005,10.482000000000006,0.0,False,2,25,0.011079143732786179,0.0014757532626390457,0.07395227905362844,0.0865284912288189
8551,53,3520,6.256759557873011,0.6759536228795407,306.05,31.198999999999998,34.2626,35.894400000000005,10.482000000000006,0.0,False,3,25,0.010927203111350536,0.001381351612508297,0.1365524772554636,0.1488837841898203
8551,54,3590,6.378326027654111,0.9461930461212034,713.16,31.8429,34.2799,35.894400000000005,10.482000000000006,0.0,False,4,25,0.014204639941453934,0.0015016654506325722,0.105808868072927,0.12153771333396435
8551,55,3639,6.462553618475795,0.24069949686268155,34.69,25.591099999999997,26.6523,35.894400000000005,10.482000000000006,0.0,False,5,25,0.01015086192637682,0.0014311159029603004,0.07259906642138958,0.08421560376882553
