seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves,t_initial_eval_s,t_initial_local_search_s,t_perturb_s,t_candidate_eval_s,t_local_search_s,t_acceptance_s,t_bookkeeping_s,t_logging_s,t_iter_total_s
3235,0,61,0.0,46.4792,46.4792,3.9380999999999986,0.0,True,False,10,0,25,0,0.0050450998824089766,0.14983983803540468,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3235,1,131,0.3295757221058011,47.29090000000001,47.29090000000001,4.749800000000008,0.811700000000009,True,True,10,0,25,20,0.0,0.0,0.0013804750051349401,0.002378239994868636,0.16943768202327192,1.0163988918066025e-05,6.366008892655373e-05,0.00013118982315063477,0.17342780390754342
3235,2,223,0.5571343570481986,47.29090000000001,47.29090000000001,4.749800000000008,0.0,False,False,10,1,25,20,0.0,0.0,0.0011995909735560417,0.0023178348783403635,0.223809618037194,5.445908755064011e-06,1.4967983588576317e-05,0.0,0.2273754810448736
3235,3,300,0.7488330679479986,47.730900000000005,47.730900000000005,5.189800000000005,0.4399999999999977,True,True,10,0,25,20,0.0,0.0,0.0011957178357988596,0.0023143631406128407,0.1881411080248654,8.546048775315285e-06,2.6709167286753654e-05,9.140395559370518e-05,0.19180008093826473
3235,4,394,0.981577105121687,48.0187,48.0187,5.4776000000000025,0.28779999999999717,True,True,10,0,25,20,0.0,0.0,0.001371833961457014,0.002387122018262744,0.22883488377556205,8.045928552746773e-06,3.299303352832794e-05,0.00010266504250466824,0.2327588968910277
3235,5,507,1.2639115159399807,48.0576,48.0576,5.516500000000001,0.03889999999999816,True,True,10,0,25,20,0.0,0.0,0.0011658219154924154,0.0023356329184025526,0.2786616450175643,9.299954399466515e-06,1.2346776202321053e-05,6.355694495141506e-05,0.2822732429485768
3235,6,621,1.5461676381528378,48.0576,48.0576,5.516500000000001,0.0,False,False,10,1,25,20,0.0,0.0,0.0013001200277358294,0.0022195219062268734,0.27863063593395054,4.739966243505478e-06,1.0624993592500687e-05,0.0,0.2821871628984809
3235,7,709,1.7631450351327658,48.486900000000006,48.486900000000006,5.9458000000000055,0.4293000000000049,True,True,10,0,25,20,0.0,0.0,0.0013180619571357965,0.0023529028985649347,0.2132662059739232,7.648952305316925e-06,6.636092439293861e-05,6.32579904049635e-05,0.21709500905126333
3235,8,799,1.9862598029430956,48.486900000000006,48.486900000000006,5.9458000000000055,0.0,False,False,10,1,25,20,0.0,0.0,0.0011761239729821682,0.0023640908766537905,0.219417171087116,3.865920007228851e-06,1.2009870260953903e-05,0.0,0.22299477504566312
3235,9,900,2.236620598938316,48.486900000000006,48.486900000000006,5.9458000000000055,0.0,False,False,10,2,25,20,0.0,0.0,0.0012425100430846214,0.002228928031399846,0.2468491920735687,4.1639432311058044e-06,1.0860152542591095e-05,0.0,0.2503585920203477
3235,10,1005,2.49492894904688,48.5494,48.5494,6.008299999999998,0.062499999999992895,True,True,10,0,25,20,0.0,0.0,0.0011299741454422474,0.0023729861713945866,0.2547622660640627,8.465955033898354e-06,1.1046184226870537e-05,8.13659280538559e-05,0.2583868720103055
3235,11,1121,2.7816018930170685,48.7853,48.7853,6.244199999999999,0.2359000000000009,True,True,10,0,25,20,0.0,0.0,0.0012042189482599497,0.002258078195154667,0.2830870908219367,9.112060070037842e-06,1.1780066415667534e-05,0.00011214497499167919,0.2867032049689442
3235,12,1228,3.0504893800243735,48.7853,48.7853,6.244199999999999,0.0,False,False,10,1,25,20,0.0,0.0,0.0012271120212972164,0.00233249319717288,0.26517394417896867,4.5280903577804565e-06,1.1628028005361557e-05,0.0,0.268772748997435
3235,13,1375,3.4136937940493226,48.7853,48.7853,6.244199999999999,0.0,False,False,10,2,25,20,0.0,0.0,0.001296882051974535,0.002275019884109497,0.35959259420633316,3.867782652378082e-06,1.0704854503273964e-05,0.0,0.36320109805092216
3235,14,1467,3.63966066413559,48.93429999999999,48.93429999999999,6.393199999999993,0.1489999999999938,True,True,10,0,25,20,0.0,0.0,0.0011603841558098793,0.002360413083806634,0.22240150882862508,8.938834071159363e-06,1.1179130524396896e-05,7.155886851251125e-05,0.22603755816817284
3235,15,1558,3.862094772979617,48.93429999999999,48.93429999999999,6.393199999999993,0.0,False,False,10,1,25,20,0.0,0.0,0.0011434040497988462,0.002364005893468857,0.2188162540551275,4.000961780548096e-06,7.116911001503468e-05,0.0,0.2224201129283756
3235,16,1678,4.158413513097912,49.181799999999996,49.181799999999996,6.640699999999995,0.24750000000000227,True,True,10,0,25,20,0.0,0.0,0.0014217919670045376,0.002428084146231413,0.29236542293801904,7.587950676679611e-06,1.2933975085616112e-05,9.068101644515991e-05,0.2963484681677073
3235,17,1764,4.371859287144616,49.181799999999996,49.181799999999996,6.640699999999995,0.0,False,False,10,1,25,20,0.0,0.0,0.0013682590797543526,0.002373581985011697,0.20957410777918994,4.000961780548096e-06,1.0484131053090096e-05,0.0,0.21335108508355916
3235,18,1937,4.799475998152047,49.181799999999996,49.181799999999996,6.640699999999995,0.0,False,False,10,2,25,20,0.0,0.0,0.0011327809188514948,0.0024149802047759295,0.42403091001324356,4.156958311796188e-06,1.1339085176587105e-05,0.0,0.42761615687049925
3235,19,2071,5.1304808801505715,49.181799999999996,49.181799999999996,6.640699999999995,0.0,False,False,10,3,25,20,0.0,0.0,0.0013633659109473228,0.002170410007238388,0.3274211201351136,4.2940955609083176e-06,1.1355150490999222e-05,0.0,0.3310035860631615
3235,20,2221,5.504653256153688,49.181799999999996,49.181799999999996,6.640699999999995,0.0,False,False,10,4,25,20,0.0,0.0,0.0013771331869065762,0.0024409210309386253,0.3703163838945329,4.02587465941906e-06,1.2659933418035507e-05,6.80780503898859e-05,0.3742385890800506
3235,21,2361,5.847119299927726,49.181799999999996,49.181799999999996,6.640699999999995,0.0,False,False,10,5,25,20,0.0,0.0,0.001123162917792797,0.002338825026527047,0.3388955630362034,4.197936505079269e-06,1.1540018022060394e-05,0.0,0.3423955359030515
3235,22,2505,6.203423568047583,49.181799999999996,49.181799999999996,6.640699999999995,0.0,False,False,10,6,25,20,0.0,0.0,0.0013314010575413704,0.0022520101629197598,0.35268109384924173,4.322966560721397e-06,1.0702060535550117e-05,0.0,0.3563014359679073
3235,23,2666,6.597092953044921,49.181799999999996,49.181799999999996,6.640699999999995,0.0,False,False,10,7,25,20,0.0,0.0,0.0011442599352449179,0.0023483270779252052,0.39013796602375805,4.708999767899513e-06,6.863102316856384e-05,0.0,0.3937252410687506
3235,24,2819,6.976506170118228,49.269800000000004,49.269800000000004,6.7287000000000035,0.08800000000000807,True,True,10,0,25,20,0.0,0.0,0.0014399511273950338,0.0023760078474879265,0.3754973351024091,7.685041055083275e-06,1.1705094948410988e-05,7.785391062498093e-05,0.37943161791190505
3235,25,2927,7.246722154086456,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,1,25,20,0.0,0.0,0.001374170882627368,0.0024951770901679993,0.26622907700948417,4.16487455368042e-06,1.0769814252853394e-05,0.0,0.2701352599542588
3235,26,3040,7.5250289789400995,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,2,25,20,0.0,0.0,0.001121346838772297,0.0024199681356549263,0.27472639502957463,4.095025360584259e-06,1.1882977560162544e-05,0.0,0.2783060490619391
3235,27,3146,7.790355107979849,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,3,25,20,0.0,0.0,0.0012294119223952293,0.002229969948530197,0.26182738202624023,4.251021891832352e-06,1.1299969628453255e-05,0.0,0.2653238691855222
3235,28,3299,8.166795799974352,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,4,25,20,0.0,0.0,0.0012805410660803318,0.002319077029824257,0.3728006510064006,4.157889634370804e-06,1.0731164366006851e-05,0.0,0.37643732805736363
3235,29,3412,8.44281667494215,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,5,25,20,0.0,0.0,0.001130236079916358,0.0023810770362615585,0.27247138507664204,4.010973498225212e-06,1.1505093425512314e-05,0.0,0.27601952594704926
3235,30,3591,8.883321451954544,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,6,25,20,0.0,0.0,0.0013799099251627922,0.002431809902191162,0.4366530340630561,4.135072231292725e-06,1.081591472029686e-05,9.173201397061348e-05,0.4405948370695114
3235,31,3748,9.273400153033435,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,7,25,20,0.0,0.0,0.0012728748843073845,0.0024263898376375437,0.3862450630404055,4.567904397845268e-06,4.389905370771885e-05,0.0,0.3900173557922244
3235,32,3867,9.565852361964062,49.269800000000004,49.269800000000004,6.7287000000000035,0.0,False,False,10,8,25,20,0.0,0.0,0.00115922000259161,0.0023804970551282167,0.2888389341533184,4.195841029286385e-06,1.2468080967664719e-05,0.0,0.29241870413534343
