seed,initial_objective_value,best_objective_value,delta_abs_vs_baseline,delta_pct_vs_baseline,iterations,evaluations,runtime_seconds,improvement_iterations,stopping_reason,best_alpha,mean_rcl_size,construction_best_objective_value,seed_dir,profile_total_runtime_s,profile_construction_total_s,profile_candidate_eval_total_s,profile_local_search_total_s,profile_evaluation_total_s,profile_evaluation_calls,profile_evaluation_avg_s,profile_local_search_calls
182,41.0373,47.6652,9.1314,23.69711785497407,83,5824,11.117730608209968,2,max_no_improve,0.6824653717087522,258.87602409638555,44.243,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_000182,11.117730608209968,0.8841031705960631,0.14410580974072218,10.085322676226497,9.651365946047008,5824,0.0016571713506262032,83
57,44.2334,47.977900000000005,9.444100000000006,24.508613217487,179,12501,23.884559642523527,5,max_no_improve,0.5540584601683674,199.62592178770947,45.0617,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_000057,23.884559642523527,1.8753223922103643,0.30544203985482454,21.694841952994466,20.775193660520017,12501,0.0016618825422382224,179
7217,42.8711,48.5976,10.0638,26.11681173411395,111,7891,15.103556358255446,7,max_no_improve,0.5651210867056372,209.06459459459458,45.3191,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_007217,15.103556358255446,1.1735698785632849,0.1911140587180853,13.73229633178562,13.1229333486408,7891,0.0016630253895122038,111
395,38.4028,47.14960000000001,8.615800000000007,22.35907177594737,160,11474,21.981865816749632,5,max_no_improve,0.4996631143904373,230.39593750000003,45.2495,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_000395,21.981865816749632,1.708766565658152,0.27775465603917837,19.987097831442952,19.11814654432237,11474,0.0016662146195156329,160
2949,41.8827,47.1485,8.6147,22.356217139238797,92,6713,12.784554875455797,4,max_no_improve,0.4437472243194719,208.6011956521739,45.1451,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_002949,12.784554875455797,0.9756634160876274,0.16001384798437357,11.6437814142555,11.141053576022387,6713,0.0016596236520218064,92
2177,40.1334,47.849700000000006,9.315900000000006,24.17591828472667,84,5784,11.086817885749042,3,max_no_improve,0.6113966246770266,217.81166666666667,45.5577,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_002177,11.086817885749042,0.9023825246840715,0.14752669353038073,10.03235329221934,9.60365629941225,5784,0.0016603831776300572,84
4854,39.0787,47.90429999999999,9.370499999999993,24.317612070442035,93,6666,12.808002761565149,4,max_no_improve,0.5913573709555118,198.70387096774192,44.941100000000006,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_004854,12.808002761565149,0.9866133909672499,0.16140015423297882,11.655236853286624,11.140604916028678,6666,0.0016712578631906208,93
1356,36.2563,47.095800000000004,8.562000000000005,22.219454089656367,124,8752,16.788235172629356,6,max_no_improve,0.6333992008451074,226.2700806451613,44.0353,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_001356,16.788235172629356,1.3204715894535184,0.22076902724802494,15.240317831747234,14.590413252823055,8752,0.0016670947500940418,124
3557,43.62049999999999,47.3776,8.843800000000002,22.95076011190176,186,12662,24.58780549094081,7,max_no_improve,0.4509659133554268,221.8243010752688,44.8373,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_003557,24.58780549094081,2.004721550270915,0.32681216951459646,22.2471019634977,21.30738849658519,12662,0.0016827822221280359,186
3801,43.6297,47.7855,9.2517,24.00931130591844,100,7007,13.412253230810165,4,max_no_improve,0.5995661585240869,256.15139999999997,44.5412,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/metro_ana_rosa/average_adult/dataset_hex177_impacts2935/run_20260704_231812_budget100_seeds100/seed_runs/seed_003801,13.412253230810165,1.069541022181511,0.1736514689400792,12.163208178244531,11.633516380563378,7007,0.001660270640868186,100
