walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,47.554500000000004,52.7303,50.006343,1.251794665226649,58.78547201176001
elderly,42.1824,46.6698,45.110015,0.8490859235261783,39.99043152354999
athlete,50.76669999999999,56.241200000000006,53.677538,1.1189813913997815,83.72353116117
