seed,initial_objective_value,best_objective_value,delta_abs_vs_baseline,delta_pct_vs_baseline,iterations,evaluations,runtime_seconds,improvement_iterations,stopping_reason,best_alpha,mean_rcl_size,construction_best_objective_value,seed_dir,profile_total_runtime_s,profile_construction_total_s,profile_candidate_eval_total_s,profile_local_search_total_s,profile_evaluation_total_s,profile_evaluation_calls,profile_evaluation_avg_s,profile_local_search_calls
182,58.476699999999994,59.6464,2.197899999999997,3.8258614237099264,116,7920,19.765264042653143,5,max_no_improve,0.12330008251099445,371.6951724137931,59.092000000000006,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_000182,19.765264042653143,1.2786299586296082,0.2717956257984042,18.20679595693946,17.638184431008995,7920,0.002227043488763762,116
57,58.5574,60.4606,3.0120999999999967,5.2431308041115035,185,12768,33.5235901158303,6,max_no_improve,0.05254633967043332,360.9744324324325,59.21640000000001,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_000057,33.5235901158303,2.10875759832561,0.44311026111245155,30.962562408298254,30.012238224968314,12768,0.002350582567745012,185
7217,58.90110000000001,59.869600000000005,2.4211000000000027,4.2143833172319605,179,11518,29.01519315317273,8,max_no_improve,0.058720106378915116,390.780782122905,59.2716,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_007217,29.01519315317273,1.9499759171158075,0.40896234195679426,26.646331571042538,25.841998795978725,11518,0.0022436185792653867,179
395,58.7751,59.90180000000001,2.453300000000006,4.270433518716773,235,16073,44.295288319699466,9,max_no_improve,0.05566401712673685,342.01119148936175,59.301199999999994,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_000395,44.295288319699466,2.819346709176898,0.5907878866419196,40.87432771734893,39.651373569853604,16073,0.0024669553642663847,235
2949,57.7275,59.763999999999996,2.315499999999993,4.030566507393567,88,5917,14.579130272381008,4,max_no_improve,0.39667182328192085,406.76102272727275,59.0749,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_002949,14.579130272381008,0.9294693516567349,0.2001052163541317,13.444407539442182,13.028201737441123,5917,0.0022018255429172083,88
2177,58.6047,60.547700000000006,3.0992000000000033,5.3947448584384325,143,9845,24.361010124906898,8,max_no_improve,0.05283251539458078,346.3277622377623,58.9897,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_002177,24.361010124906898,1.5191977135837078,0.3237825110554695,22.510223229415715,21.80732483509928,9845,0.0022150660066124206,143
4854,59.022400000000005,59.531800000000004,2.0833000000000013,3.626378408487604,101,6490,16.49214837886393,3,max_no_improve,0.41713552600319226,382.10029702970303,58.914199999999994,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_004854,16.49214837886393,1.1116605754941702,0.23757688980549574,15.13749837782234,14.684790453873575,6490,0.002262679576868039,101
1356,58.118900000000004,60.337199999999996,2.888699999999993,5.028329721402636,121,8328,20.473487966693938,9,max_no_improve,0.0535247791501402,324.87173553719003,59.127700000000004,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_001356,20.473487966693938,1.2671468695625663,0.27322184946388006,18.925641264766455,18.34032490849495,8328,0.0022022484280133222,121
3557,58.7834,59.906400000000005,2.457900000000002,4.278440690357455,87,6096,15.35856756567955,3,max_no_improve,0.20898437593010555,370.1787356321839,58.83840000000001,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_003557,15.35856756567955,0.9497019248083234,0.2025142228230834,14.201407320797443,13.75656057242304,6096,0.0022566536372085042,87
3801,58.5951,59.5928,2.144299999999994,3.732560467201048,96,6498,15.989981294609606,4,max_no_improve,0.4293468560163669,363.25708333333336,59.17659999999999,/var/tmp/anderson_oliveira/wqi-metaheuristics/results/grasp/milao_italia/average_adult/dataset_hex183_impacts4440/run_20260704_232342_budget100_seeds100/seed_runs/seed_003801,15.989981294609606,1.012752485461533,0.21831019595265388,14.75268470775336,14.293630552478135,6498,0.00219969691481658,96
