walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,59.728899999999996,60.04829999999998,59.898011,0.07883477017717973,49.60774966161003
elderly,51.4965,51.9149,51.692563,0.07349342532952602,36.267165267349995
athlete,65.2922,65.7486,65.510768,0.0926605316041936,65.92398587834002
