walking profile, minimum value, maximum value, mean, standard deviation, mean time (s)
average_adult,56.4096,56.9511,56.67232,0.1079516839174176,77.92128165109999
elderly,47.1794,47.65839999999999,47.505486,0.07372410899064531,51.31252349717999
athlete,62.0637,62.42829999999999,62.262307,0.07101835764238783,109.50011865600003
