seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves
2887,0,53,0.0,56.062799999999996,56.062799999999996,2.0592999999999932,0.0,True,False,2,0,25,0
2887,1,130,0.3531257729046047,57.2458,57.2458,3.2423,1.183000000000007,True,True,2,0,25,2
2887,2,205,0.5575835169292986,57.787800000000004,57.787800000000004,3.7843000000000018,0.5420000000000016,True,True,2,0,25,2
2887,3,311,0.846904014935717,58.14649999999999,58.14649999999999,4.1429999999999865,0.3586999999999847,True,True,2,0,25,2
2887,4,407,1.1067642259877175,58.714600000000004,58.714600000000004,4.711100000000002,0.5681000000000154,True,True,2,0,25,2
2887,5,528,1.4355213351082057,59.689299999999996,59.689299999999996,5.685799999999993,0.9746999999999915,True,True,2,0,25,2
2887,6,718,1.9539219411090016,60.337500000000006,60.337500000000006,6.334000000000003,0.6482000000000099,True,True,2,0,25,2
2887,7,936,2.5451659250538796,61.393100000000004,61.393100000000004,7.3896000000000015,1.0555999999999983,True,True,2,0,25,2
2887,8,1218,3.3101418039295822,62.202200000000005,62.202200000000005,8.198700000000002,0.8091000000000008,True,True,2,0,25,2
2887,9,1724,4.689486118964851,62.726099999999995,62.726099999999995,8.722599999999993,0.5238999999999905,True,True,2,0,25,2
2887,10,1810,4.922747089061886,62.726099999999995,62.726099999999995,8.722599999999993,0.0,False,False,2,1,1,2
2887,11,1988,5.406746071064845,62.8314,62.8314,8.8279,0.10530000000000683,True,True,2,0,5,2
2887,12,2267,6.165721073979512,62.8434,62.8434,8.8399,0.012000000000000455,True,True,2,0,14,2
2887,13,2646,7.193910507019609,62.97240000000001,62.97240000000001,8.968900000000005,0.1290000000000049,True,True,2,0,24,2
2887,14,2798,7.606864562956616,62.97240000000001,62.97240000000001,8.968900000000005,0.0,False,False,2,1,3,2
2887,15,3042,8.268943222938105,63.168400000000005,63.168400000000005,9.164900000000003,0.19599999999999795,True,True,2,0,9,2
2887,16,3215,8.738453981932253,63.171899999999994,63.171899999999994,9.168399999999991,0.0034999999999882903,True,True,2,0,5,2
2887,17,3580,9.728340208996087,63.2962,63.2962,9.292699999999996,0.12430000000000518,True,True,2,0,14,2
2887,18,3799,10.324034238932654,63.3661,63.3661,9.3626,0.06990000000000407,True,True,2,0,10,2
