seed,iter,eval_count,elapsed_s,current_sum_iqc,best_sum_iqc,delta_vs_baseline,delta_vs_best_prev,accepted,improved,perturbation_strength,no_improve_streak,local_search_accepted_moves,applied_perturbation_moves
182,0,55,0.0,55.8021,55.8021,1.7986000000000004,0.0,True,False,2,0,25,0
182,1,122,0.33703055093064904,56.6246,56.6246,2.6210999999999984,0.822499999999998,True,True,2,0,25,2
182,2,172,0.4771232018247247,57.1413,57.1413,3.1377999999999986,0.5167000000000002,True,True,2,0,25,2
182,3,259,0.7171631418168545,57.6626,57.6626,3.659099999999995,0.5212999999999965,True,True,2,0,25,2
182,4,378,1.0457124169915915,58.2504,58.2504,4.246899999999997,0.5878000000000014,True,True,2,0,25,2
182,5,477,1.3195814348291606,58.90540000000001,58.90540000000001,4.901900000000005,0.6550000000000082,True,True,2,0,25,2
182,6,626,1.7316019649151713,59.7281,59.7281,5.724599999999995,0.8226999999999904,True,True,2,0,25,2
182,7,781,2.1601062938570976,60.361799999999995,60.361799999999995,6.358299999999993,0.6336999999999975,True,True,2,0,25,2
182,8,1019,2.8170238609891385,61.326299999999996,61.326299999999996,7.322799999999994,0.964500000000001,True,True,2,0,25,2
182,9,1297,3.584939020918682,62.432500000000005,62.432500000000005,8.429000000000002,1.1062000000000083,True,True,2,0,25,2
182,10,1507,4.162952775834128,62.63119999999999,62.63119999999999,8.62769999999999,0.1986999999999881,True,True,2,0,7,2
182,11,1873,5.173798980889842,63.2862,63.2862,9.282699999999998,0.6550000000000082,True,True,2,0,20,2
182,12,2048,5.657650320790708,63.56,63.56,9.5565,0.2738000000000014,True,True,2,0,11,2
182,13,2223,6.140026247827336,63.56,63.56,9.5565,0.0,False,False,2,1,5,2
182,14,2466,6.813084536930546,63.56,63.56,9.5565,0.0,False,False,2,2,6,2
182,15,2579,7.125191314844415,63.56,63.56,9.5565,0.0,False,False,2,3,2,2
182,16,2924,8.0818934480194,63.56,63.56,9.5565,0.0,False,False,2,4,13,2
182,17,3071,8.486578257987276,63.56,63.56,9.5565,0.0,False,False,2,5,6,2
182,18,3164,8.74356843600981,63.61730000000001,63.61730000000001,9.613800000000005,0.057300000000005014,True,True,2,0,3,2
182,19,3261,9.01140517089516,63.61730000000001,63.61730000000001,9.613800000000005,0.0,False,False,2,1,2,2
